parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
100,100,100,1,100,440,110270,53828,1520
100,100,100,1,100,440,110270,53828,1520
100,100,100,1,100,440,110270,53838,1520
100,100,100,1,100,440,110270,53824,1520
100,100,100,1,100,440,110270,53838,1520
