parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
100,100,100,100,100,440,143650,70128,1520
100,100,100,100,100,440,143650,70132,1520
100,100,100,100,100,440,143650,70123,1520
100,100,100,100,100,440,143650,70117,1520
100,100,100,100,100,440,143650,70130,1520
