parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
100,100,100,1,100,690,190430,80476,2270
100,100,100,1,100,690,190430,80472,2270
100,100,100,1,100,690,190430,80474,2270
100,100,100,1,100,690,190430,80470,2270
100,100,100,1,100,690,190430,80463,2270
