parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 3.2733652570000231E+000, 2.6042167099999460E+000, 1.9436275130001377E+000, 0.0000000000000000E+000, 6.9590445899962106E-001, 9.9871072999803800E-002, 2.4427462008816292E-002, 8.7329225020539525E-002, 2.1395767600233739E-001
 3.1999960900000133E+000, 2.5269941610001752E+000, 1.9179773150001438E+000, 0.0000000000000000E+000, 6.2584929800004829E-001, 8.8115186000550239E-002, 2.4613417047248731E-002, 8.6560589974851609E-002, 1.6402188700158149E-001
 3.2157324540003174E+000, 2.5468751369999154E+000, 1.9448371419998693E+000, 0.0000000000000000E+000, 6.4085086899990529E-001, 8.8392052999324733E-002, 2.4348335981585478E-002, 8.7006065997911719E-002, 1.7361998499768561E-001
 3.1852854199996727E+000, 2.5086531139997987E+000, 1.9188656220001121E+000, 0.0000000000000000E+000, 6.1771034899993538E-001, 8.4701821998351079E-002, 2.4280919975581128E-002, 8.7014143014812362E-002, 1.6121977799980414E-001
 3.1657728800003042E+000, 2.4920770699998229E+000, 1.8949275989991747E+000, 0.0000000000000000E+000, 6.2183683499961262E-001, 8.6210565000101269E-002, 2.4739880016113602E-002, 8.6666899988131263E-002, 1.5842747800161305E-001
 3.1863725819998763E+000, 2.5144470589998491E+000, 1.8882273119993442E+000, 0.0000000000000000E+000, 6.3944156200022917E-001, 8.8294703000428854E-002, 2.4992306017338706E-002, 8.6797125005205089E-002, 1.7342694500098332E-001
 3.2241958320000776E+000, 2.5552575159999833E+000, 1.9226959579998493E+000, 0.0000000000000000E+000, 6.5115553100008583E-001, 9.0312654000626935E-002, 2.5047892949487505E-002, 8.6902817980444524E-002, 1.7608013700032643E-001
 3.2550626170002488E+000, 2.5839677359995221E+000, 1.9304771730003267E+000, 0.0000000000000000E+000, 6.7672890800008645E-001, 9.7911140999940471E-002, 2.5198569012445660E-002, 8.7166405979814954E-002, 2.0447557099964797E-001
 3.2205031390001295E+000, 2.5477709690001120E+000, 1.9154056910003874E+000, 0.0000000000000000E+000, 6.5357999300022129E-001, 8.8646778001930215E-002, 2.4417394993406560E-002, 8.6776917008364762E-002, 1.9112275300085457E-001
 3.2817319790008241E+000, 2.6107105980001961E+000, 1.9741441320004469E+000, 0.0000000000000000E+000, 6.5860591200021190E-001, 8.9266215001089222E-002, 2.4174879997190146E-002, 8.6659615988082805E-002, 1.9175840299999436E-001
