parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
10,10,10,1,10,62,64830,29870,206
10,10,10,1,10,62,64830,29872,206
10,10,10,1,10,62,64830,29874,206
10,10,10,1,10,62,64830,29873,206
10,10,10,1,10,62,64830,29873,206
10,10,10,1,10,62,64830,29872,206
10,10,10,1,10,62,64830,29874,206
10,10,10,1,10,62,64830,29870,206
10,10,10,1,10,62,64830,29872,206
10,10,10,1,10,62,64830,29873,206
