parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 3.5722329700010960E+000, 3.2950215849996312E+000, 9.0129108700011784E-001, 0.0000000000000000E+000, 2.3970992550002848E+000, 3.7929967100262729E-001, 1.2807416320260927E+000, 7.1831616196914183E-001, 6.5997314399965035E-001
 2.9874361360007242E+000, 2.7080355039993265E+000, 8.7743704099966635E-001, 0.0000000000000000E+000, 1.8257338030002757E+000, 1.3207045000035578E-001, 9.7692296100740350E-001, 4.6521847695339602E-001, 3.6637974199948076E-001
 2.9756495499991615E+000, 2.6980760350002129E+000, 8.7347404200045276E-001, 0.0000000000000000E+000, 1.8206744019998951E+000, 1.3047204600343321E-001, 9.7662193799396846E-001, 4.6656914401364702E-001, 3.5572780899747158E-001
 2.9731230320007853E+000, 2.6955100700006369E+000, 8.5977083500074514E-001, 0.0000000000000000E+000, 1.8261208429994440E+000, 1.3112210500094079E-001, 9.7924524490736076E-001, 4.6649232903200755E-001, 3.6482647200091378E-001
 2.9689840479991290E+000, 2.6890265599995473E+000, 8.5246961099983309E-001, 0.0000000000000000E+000, 1.8244236000000456E+000, 1.3202340600173557E-001, 9.7542196009453619E-001, 4.6380688304634532E-001, 3.6775217000194971E-001
 2.9801516529992114E+000, 2.7036120909997408E+000, 8.6773710799889159E-001, 0.0000000000000000E+000, 1.8248743250001098E+000, 1.3254939699800161E-001, 9.7752190301662267E-001, 4.6504895997713902E-001, 3.6731695599792147E-001
 2.9728279609998935E+000, 2.6952535699997497E+000, 8.6439308299986806E-001, 0.0000000000000000E+000, 1.8253254860005654E+000, 1.3099794899835615E-001, 9.7750002104066880E-001, 4.6399634797671752E-001, 3.6672428899873921E-001
 2.9823854459991708E+000, 2.7036224520006726E+000, 8.7018842500083338E-001, 0.0000000000000000E+000, 1.8245482120014458E+000, 1.3061943600041559E-001, 9.7644355300963070E-001, 4.6602956104379700E-001, 3.6929119099795571E-001
 2.9947493840008974E+000, 2.7171330579999449E+000, 8.8514488400005575E-001, 0.0000000000000000E+000, 1.8318487680003273E+000, 1.3349449200040908E-001, 9.7826868199490491E-001, 4.6510410397331725E-001, 3.7392173100352011E-001
 2.9691104180001275E+000, 2.6913023739989512E+000, 8.5514040599946384E-001, 0.0000000000000000E+000, 1.8222662630000741E+000, 1.3126995999891733E-001, 9.7908648602015091E-001, 4.6596649404909840E-001, 3.6576181300142707E-001
