parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
10,10,10,1,10,60,247712,114524,200
10,10,10,1,10,60,247712,114549,200
10,10,10,1,10,60,247712,114539,200
10,10,10,1,10,60,247712,114539,200
10,10,10,1,10,60,247712,114562,200
10,10,10,1,10,60,247712,114597,200
10,10,10,1,10,60,247712,114571,200
10,10,10,1,10,60,247712,114558,200
10,10,10,1,10,60,247712,114516,200
10,10,10,1,10,60,247712,114582,200
