parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 1.3179697517000022E+001, 1.1717925799000341E+001, 5.5776964369997586E+000, 0.0000000000000000E+000, 6.1505807379996895E+000, 3.6075203700079328E-001, 3.3578044629762189E+000, 1.5827025470027820E+000, 1.0414705179998691E+000
 1.3055197612999336E+001, 1.1588045111999918E+001, 5.5780126359995847E+000, 0.0000000000000000E+000, 6.0171995199996218E+000, 3.3758670600013829E-001, 3.2597490630234915E+000, 1.5330878399925041E+000, 1.0182286729980206E+000
 1.3068397184999867E+001, 1.1617977281999856E+001, 5.6040528180001274E+000, 0.0000000000000000E+000, 6.0355934049998723E+000, 3.3284684300042500E-001, 3.2691316949860720E+000, 1.5340500799770780E+000, 1.0137898080015475E+000
 1.3127530811999804E+001, 1.1667238507999855E+001, 5.6636191640000106E+000, 0.0000000000000000E+000, 6.0346193079999466E+000, 3.3492919700029233E-001, 3.2745771089512345E+000, 1.5555284909639795E+000, 1.0408929920001810E+000
 1.3141218866999452E+001, 1.1688324193999961E+001, 5.6641684289993464E+000, 0.0000000000000000E+000, 6.0352585230000386E+000, 3.5145422499977030E-001, 3.2599746599735226E+000, 1.5521149260125640E+000, 1.0743508350021784E+000
 1.3122723599999972E+001, 1.1650133713000059E+001, 5.6446681790002913E+000, 0.0000000000000000E+000, 6.0363676319993829E+000, 3.4959130200013533E-001, 3.2713000300147996E+000, 1.5360556670054848E+000, 1.0134221170010278E+000
 1.3036899430000176E+001, 1.1570674690000033E+001, 5.5788782960003118E+000, 0.0000000000000000E+000, 6.0127824809999311E+000, 3.3789720999880046E-001, 3.2773832890168251E+000, 1.5545012259722171E+000, 1.0159734989988465E+000
 1.3078618181999900E+001, 1.1632812764999699E+001, 5.6159344470001997E+000, 0.0000000000000000E+000, 6.0288242059998538E+000, 3.4394364900003893E-001, 3.2730985539899393E+000, 1.5475494789677668E+000, 1.0395303529974171E+000
 1.3136436464999861E+001, 1.1677032955999493E+001, 5.6677490469999157E+000, 0.0000000000000000E+000, 6.0232895059998555E+000, 3.4467785500009995E-001, 3.2759650749585489E+000, 1.5373462830114022E+000, 1.0407469379997565E+000
 1.3068849692999720E+001, 1.1599936111000034E+001, 5.5884076730001198E+000, 0.0000000000000000E+000, 6.0057428980003351E+000, 3.3980322199954571E-001, 3.2736148910091742E+000, 1.5512194989732961E+000, 1.0213864209995336E+000
