parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 2.3586758687999918E+001, 2.2520436150999103E+001, 3.4389628919993811E+000, 0.0000000000000000E+000, 1.9105228022999654E+001, 3.7921937129999606E+000, 5.5903497697954663E-001, 5.0027908559941352E+000, 1.0411035147998973E+001
 1.8027640940999390E+001, 1.7136870862000251E+001, 3.4739826270001686E+000, 0.0000000000000000E+000, 1.3659261467999386E+001, 3.5870199550008692E+000, 3.6313366502236022E-001, 5.0536922100486663E+000, 5.1278969740023967E+000
 1.7635961172000862E+001, 1.6658553065999513E+001, 3.4403282749990467E+000, 0.0000000000000000E+000, 1.3301217737999650E+001, 3.7689693039997110E+000, 3.9271016095699451E-001, 4.9846930779940521E+000, 4.7499242530038828E+000
 1.8747819248999960E+001, 1.7759056571999984E+001, 3.3421188410000013E+000, 0.0000000000000000E+000, 1.4483819880000020E+001, 3.6097466019999942E+000, 4.3425772599985635E-001, 4.8847620219997978E+000, 5.9336725390000709E+000
 1.9640684445999938E+001, 1.8541585985000040E+001, 3.5068113620000076E+000, 0.0000000000000000E+000, 1.5083159419999959E+001, 3.8660933020000243E+000, 6.9608130700066795E-001, 4.9950284839969470E+000, 6.2736673929996698E+000
 1.7225805945999980E+001, 1.6074302657999993E+001, 3.3199325269999349E+000, 0.0000000000000000E+000, 1.2751453056999964E+001, 3.5262501680000184E+000, 4.2777380499927631E-001, 5.2778966719997982E+000, 4.3265793930000598E+000
 1.7968228260999979E+001, 1.6892827860000125E+001, 3.4659174600001279E+000, 0.0000000000000000E+000, 1.3501916347999895E+001, 3.5289847949999285E+000, 3.6234132600304747E-001, 5.1073166790029063E+000, 5.0497669020001013E+000
 2.0688584678000041E+001, 1.9827842751999981E+001, 3.4553137959999844E+000, 0.0000000000000000E+000, 1.6284718032000001E+001, 4.5724763289998691E+000, 5.2433943499579527E-001, 4.8311420780006529E+000, 6.9187521820010716E+000
 1.8125621697000099E+001, 1.7195514331000027E+001, 3.3508950209999853E+000, 0.0000000000000000E+000, 1.3842148881000014E+001, 3.3671750459999430E+000, 4.7584034801121788E-001, 5.0576429430066128E+000, 5.5370688939995603E+000
 1.7981816136000020E+001, 1.6951111357000059E+001, 3.5966102169998635E+000, 0.0000000000000000E+000, 1.3458001853999974E+001, 3.7586085010001398E+000, 4.3760544300141646E-001, 5.0301250269955062E+000, 4.8143838299990875E+000
