parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 8.4216874270000517E+000, 6.9177267579998443E+000, 5.5995337180002025E+000, 0.0000000000000000E+000, 1.3695069999994303E+000, 1.3011637199974757E-001, 3.0284205031875899E-002, 9.1772287006051556E-002, 3.7307338100026755E-001
 8.4720646020000459E+000, 6.9669920430001184E+000, 5.6799185410000064E+000, 0.0000000000000000E+000, 1.3410368999998354E+000, 1.4772843000014291E-001, 3.0006028026946296E-002, 9.1877583021641840E-002, 3.2297632200129556E-001
 8.3544044619993656E+000, 6.8480150929997308E+000, 5.5964434569998502E+000, 0.0000000000000000E+000, 1.3191562360000262E+000, 1.1153704299977107E-001, 3.0186140024625274E-002, 9.1984444998843173E-002, 3.2051518400112400E-001
 8.4834382209999148E+000, 6.9735024859999157E+000, 5.6796022220003124E+000, 0.0000000000000000E+000, 1.3357368310000766E+000, 1.2502414099981252E-001, 2.9584526028429536E-002, 9.1913763972343077E-002, 3.3142258799989577E-001
 8.4283240439995097E+000, 6.9180378880002991E+000, 5.6202719980001348E+000, 0.0000000000000000E+000, 1.3514285640001162E+000, 1.2266738800190069E-001, 2.9305772045518097E-002, 9.2028578975714481E-002, 3.4577989900208195E-001
 8.3948585500002082E+000, 6.8899928610005645E+000, 5.5919469289999597E+000, 0.0000000000000000E+000, 1.3590762259998428E+000, 1.2558600399984243E-001, 2.9247464998206851E-002, 9.2427530993290929E-002, 3.4412299299970073E-001
 8.3792391339998176E+000, 6.8712624869997398E+000, 5.6105931069996586E+000, 0.0000000000000000E+000, 1.3085510710000108E+000, 1.1339825399954861E-001, 2.9470607998973719E-002, 9.1793126039647177E-002, 3.1606154099745254E-001
 8.4497747819996221E+000, 6.9429209249999531E+000, 5.6462442849999661E+000, 0.0000000000000000E+000, 1.3520753019997755E+000, 1.1237280199998168E-001, 2.9194845037864070E-002, 9.1701548019273105E-002, 3.6013722099846746E-001
 8.4153308289999131E+000, 6.9055968289999328E+000, 5.6563082849995681E+000, 0.0000000000000000E+000, 1.3121084899996731E+000, 1.0912236899980599E-001, 3.0084918972988817E-002, 9.1795948976141517E-002, 3.2457748099841410E-001
 8.3831803009998112E+000, 6.8747362969997994E+000, 5.6001023939995775E+000, 0.0000000000000000E+000, 1.3288743200002955E+000, 1.1373242500098968E-001, 2.9455796983484106E-002, 9.2008433006867563E-002, 3.3985374899953058E-001
