parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 3.3820577770002274E+000, 2.7023770099995090E+000, 1.9581379199994444E+000, 0.0000000000000000E+000, 8.0843921699988641E-001, 7.7075527000033617E-002, 2.4537211006190773E-002, 7.9338236027069797E-002, 2.8456524699868169E-001
 3.4165401700001894E+000, 2.7382804169997144E+000, 1.9797384509997755E+000, 0.0000000000000000E+000, 8.1716960199992172E-001, 7.5766470998132718E-002, 2.4702404069103068E-002, 7.9346837038428930E-002, 2.9003092099947025E-001
 3.4081649169997945E+000, 2.7314697759998126E+000, 1.9832442540000557E+000, 0.0000000000000000E+000, 8.0334392199983995E-001, 7.5770703000671347E-002, 2.4362535001728247E-002, 7.9462878010872373E-002, 2.8047212000092259E-001
 3.3618771139999808E+000, 2.6867175239990502E+000, 1.9543235810001534E+000, 0.0000000000000000E+000, 7.7899630000001707E-001, 7.2488168999370828E-002, 2.3850009954003326E-002, 7.9335993938002503E-002, 2.6192390999995041E-001
 3.4087954950000494E+000, 2.7325085309998940E+000, 1.9907595320005385E+000, 0.0000000000000000E+000, 8.1317053600014333E-001, 7.5543675001881638E-002, 2.4408584094089747E-002, 7.9268055017109873E-002, 2.8933161900249615E-001
 3.3700070960003359E+000, 2.6940227060008510E+000, 1.9506908660000590E+000, 0.0000000000000000E+000, 7.9429679400027453E-001, 7.1954683000512887E-002, 2.4183592018744093E-002, 7.9081570003836532E-002, 2.7491182400399339E-001
 3.4035159990003194E+000, 2.7274715049998122E+000, 1.9895703079996565E+000, 0.0000000000000000E+000, 7.8693499900055031E-001, 7.2318877000725479E-002, 2.4535240987916040E-002, 7.9154049964472506E-002, 2.6562017800279136E-001
 3.3913415380002334E+000, 2.7133511280003404E+000, 1.9460868570013190E+000, 0.0000000000000000E+000, 8.0701420600053098E-001, 7.8712328999245074E-002, 2.4509870063411654E-002, 7.9068634991472209E-002, 2.8767296000205533E-001
 3.4298554210008660E+000, 2.7537815029995727E+000, 1.9685113350001302E+000, 0.0000000000000000E+000, 8.3350206199975219E-001, 9.1317836999678548E-002, 2.4190260953673715E-002, 7.9085611073423934E-002, 2.9302631600103268E-001
 3.4309685010002795E+000, 2.7462365490005141E+000, 1.9835687649983811E+000, 0.0000000000000000E+000, 8.2112918600023477E-001, 7.5828323998393898E-002, 2.4077188993487653E-002, 7.9140817992993107E-002, 2.9798970500314681E-001
