parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 4.6659208093999951E+001, 3.9695796597000026E+001, 3.2095047595000096E+001, 0.0000000000000000E+000, 7.4130356669995763E+000, 2.1445728599883296E-001, 1.0168618394436635E-001, 4.7237624975196013E-002, 1.2969358149985055E+000, 3.7161023499993462E-001
 4.6914314761000469E+001, 3.9960618062000549E+001, 3.2324010583000018E+001, 0.0000000000000000E+000, 7.4138413070002116E+000, 2.2362302999954409E-001, 1.0085060193182471E-001, 4.7386217998791835E-002, 1.4123050359978606E+000, 3.4533963100034271E-001
 4.6651593721000609E+001, 3.9692105804999528E+001, 3.2129881616999910E+001, 0.0000000000000000E+000, 7.3425772800001141E+000, 2.5715896199949384E-001, 1.0093365799048115E-001, 4.7386732980157831E-002, 1.3287180580000495E+000, 3.4019248300023719E-001
 4.6729490444000021E+001, 3.9771900369000150E+001, 3.2224636045000125E+001, 0.0000000000000000E+000, 7.2826784339997630E+000, 2.0318745699978535E-001, 1.0054017794209358E-001, 4.7561639967398150E-002, 1.2540801040017868E+000, 3.2740356499971313E-001
 4.6465215179000552E+001, 3.9504282441000214E+001, 3.2010347125000180E+001, 0.0000000000000000E+000, 7.3133487750003496E+000, 2.0521497300137526E-001, 1.0140987894601494E-001, 4.8054907022105908E-002, 1.2136082809997788E+000, 4.3988199999967037E-001
 4.6518985963999512E+001, 3.9545205075000467E+001, 3.1984276289999798E+001, 0.0000000000000000E+000, 7.4280736990003788E+000, 2.0799925199889913E-001, 1.0216533293942121E-001, 4.7673494870650757E-002, 1.2141522090014405E+000, 4.3809110400025020E-001
 4.6711644763000095E+001, 3.9746617305999280E+001, 3.2107324028999756E+001, 0.0000000000000000E+000, 7.3657912770004259E+000, 2.4992865999911373E-001, 1.0114262604793112E-001, 4.7705990020858735E-002, 1.2718858360062768E+000, 3.2439534300056039E-001
 4.6536256793000121E+001, 3.9576277172000118E+001, 3.2005122687999574E+001, 0.0000000000000000E+000, 7.3771849550003026E+000, 2.6203465900016454E-001, 1.0157733215601183E-001, 4.7606158950657118E-002, 1.3098319669993543E+000, 4.2743582200091623E-001
 4.6704221106000659E+001, 3.9640519299000516E+001, 3.2096520751998924E+001, 0.0000000000000000E+000, 7.4200581270001749E+000, 2.2712375799983420E-001, 1.0263441696270093E-001, 4.7550230951401318E-002, 1.2932990170038465E+000, 3.9850933300067481E-001
 4.6710469440999987E+001, 3.9753241789000185E+001, 3.2128247205999742E+001, 0.0000000000000000E+000, 7.4090925540008357E+000, 2.7398974900006579E-001, 1.0289517090268419E-001, 4.7776710945981904E-002, 1.3494919299982939E+000, 3.9771569699996689E-001
