parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 1.6623409967000725E+001, 1.4705493968000610E+001, 9.1445040710000285E+000, 0.0000000000000000E+000, 5.6469334820005770E+000, 2.2665903279994382E+000, 1.4067607701053930E-001, 2.1598260850241786E+000, 2.0715991269989900E+000
 1.6852452911000455E+001, 1.4912955044998853E+001, 9.3252391580003859E+000, 0.0000000000000000E+000, 5.8043788949998998E+000, 2.1466167289991063E+000, 1.5208594208070281E-001, 2.1740978269745028E+000, 2.3781114079988583E+000
 1.6870277878999786E+001, 1.4923907886000507E+001, 9.0922672860006060E+000, 0.0000000000000000E+000, 5.8877398610002274E+000, 2.4967745279991505E+000, 3.6344409208550132E-001, 2.2852972469681845E+000, 2.1818226340028559E+000
 1.6785051692999332E+001, 1.4842343289000382E+001, 9.1229589160006981E+000, 0.0000000000000000E+000, 5.7600089769998704E+000, 2.4180777740007215E+000, 2.4895904398545099E-001, 2.1770040059136591E+000, 2.0326740389969018E+000
 1.7227215517000332E+001, 1.5313911416999872E+001, 9.0603441610001028E+000, 0.0000000000000000E+000, 6.2737953179998840E+000, 2.2813531960000546E+000, 5.3478300212327667E-001, 2.1499838679592358E+000, 2.7871989950021998E+000
 1.6877414382999632E+001, 1.4842114258000038E+001, 9.0973437839998041E+000, 0.0000000000000000E+000, 5.7903276149995691E+000, 2.4375912270029403E+000, 2.1841401307574415E-001, 2.1818936459367251E+000, 2.0288766250014305E+000
 1.6689197872000477E+001, 1.4758475208000618E+001, 9.1389354950001689E+000, 0.0000000000000000E+000, 5.6468647130000136E+000, 2.4700981600021805E+000, 1.6828927902497526E-001, 2.2044315800085315E+000, 1.8859873489986967E+000
 1.6583883300000252E+001, 1.4654126106000149E+001, 9.1052067130003707E+000, 0.0000000000000000E+000, 5.5951289549998364E+000, 2.4988785370023834E+000, 2.4377321908059457E-001, 2.1794229010465642E+000, 1.7963922449994243E+000
 1.7036419328999727E+001, 1.5173711141000240E+001, 9.1450402970003779E+000, 0.0000000000000000E+000, 6.0671675449998475E+000, 2.7016997309997350E+000, 1.4013365900700592E-001, 2.4039328450580797E+000, 1.7765307420031604E+000
 1.6870937925999897E+001, 1.4931424204999985E+001, 9.0952496649993009E+000, 0.0000000000000000E+000, 5.8487619030011047E+000, 2.3671730700034459E+000, 3.5169120102045781E-001, 2.1870763150036510E+000, 2.1904579709980680E+000
