parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 5.2880776794999747E+001, 4.6108773005000785E+001, 3.2690012117000151E+001, 0.0000000000000000E+000, 1.3413631113000065E+001, 1.0642347149996567E+000, 4.3395073417300409E+000, 2.5074221499839950E+000, 2.7917641330004699E+000
 5.2736532470999919E+001, 4.6003338789000281E+001, 3.2592693992999102E+001, 0.0000000000000000E+000, 1.3337296994999633E+001, 1.1530825930017272E+000, 4.4249063740021484E+000, 2.5510093029211021E+000, 2.7394669329996759E+000
 5.2802232878000268E+001, 4.6084119797000767E+001, 3.2605582038000648E+001, 0.0000000000000000E+000, 1.3364720646999558E+001, 1.1793180509998820E+000, 4.3362979200032896E+000, 2.5801742609974099E+000, 2.8065616999933809E+000
 5.2669296588999984E+001, 4.5912584772000002E+001, 3.2472032160000026E+001, 0.0000000000000000E+000, 1.3438162109000004E+001, 1.0917499619999660E+000, 4.4080203580035118E+000, 2.5250524260007694E+000, 2.5992046829999822E+000
 5.2754981098000087E+001, 4.5998097465999933E+001, 3.2513172444000077E+001, 0.0000000000000000E+000, 1.3455668238999976E+001, 1.1829169160000106E+000, 4.4268837540058144E+000, 2.5349143800114007E+000, 2.8209748009998634E+000
 5.2635384142000021E+001, 4.5851313010000069E+001, 3.2463927670000032E+001, 0.0000000000000000E+000, 1.3302742240000100E+001, 1.0792428609998410E+000, 4.3690794479764463E+000, 2.4939105449904559E+000, 2.7330401990004702E+000
 5.2937728774999982E+001, 4.6163974525000071E+001, 3.2681814338999970E+001, 0.0000000000000000E+000, 1.3414215893999881E+001, 1.1449165150000908E+000, 4.4715649360203997E+000, 2.5888383089966283E+000, 2.8411911300001975E+000
 5.2866051619999894E+001, 4.6082347854000091E+001, 3.2753998982000098E+001, 0.0000000000000000E+000, 1.3363065303999974E+001, 1.2829144029998361E+000, 4.3560708089710261E+000, 2.5526284820082310E+000, 2.8523976539995601E+000
 5.2711288376000198E+001, 4.5913344703000348E+001, 3.2493869059999611E+001, 0.0000000000000000E+000, 1.3363442454000051E+001, 1.1771462469995413E+000, 4.3663081189862396E+000, 2.5384441710160672E+000, 2.7195336520010187E+000
 5.2778304883999908E+001, 4.6126381040999604E+001, 3.2715807935999919E+001, 0.0000000000000000E+000, 1.3308546532000264E+001, 1.2146749820001332E+000, 4.3683574520691764E+000, 2.5118905820208965E+000, 2.8346873160005543E+000
