parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 1.4563908529999026E+000, 1.1670631320002940E+000, 8.2166227099969547E-001, 0.0000000000000000E+000, 3.5708728000008705E-001, 3.3993556000041281E-002, 1.3700933002155580E-002, 4.6362695019297462E-002, 9.5539858999927674E-002
 1.4309303710006134E+000, 1.1452405730001374E+000, 8.0374340200046390E-001, 0.0000000000000000E+000, 3.4945449099996040E-001, 3.3294992001401624E-002, 1.3410114004727802E-002, 4.6408839986952444E-002, 8.8332657000137260E-002
 1.4478666749998865E+000, 1.1610311329995966E+000, 8.1391408600006798E-001, 0.0000000000000000E+000, 3.5950735999972494E-001, 3.4903324999731922E-002, 1.3297171988142509E-002, 4.6316154995793113E-002, 9.5485329999064561E-002
 1.4380506769998647E+000, 1.1507823639994967E+000, 8.0943488000025354E-001, 0.0000000000000000E+000, 3.4864699300032953E-001, 3.2969049999564959E-002, 1.3234300969998003E-002, 4.6303854983534620E-002, 8.9178198998752123E-002
 1.5292941450004491E+000, 1.2445681769997918E+000, 8.5322658600034629E-001, 0.0000000000000000E+000, 4.0729679200035207E-001, 4.5759040000575624E-002, 1.3444834991332755E-002, 4.6334066996450929E-002, 1.3553496899817219E-001
 1.4543719500002226E+000, 1.1692940540003747E+000, 8.1616856000005100E-001, 0.0000000000000000E+000, 3.6472758699937913E-001, 3.6628100999223534E-002, 1.3246710996327238E-002, 4.6318892970020897E-002, 9.8773293002068385E-002
 1.4801725299998907E+000, 1.1936665490002270E+000, 8.1362593100016056E-001, 0.0000000000000000E+000, 3.8861426999960713E-001, 4.6163717999206710E-002, 1.3852642971869500E-002, 4.6125628009122011E-002, 1.1600424099788142E-001
 1.4637967959997695E+000, 1.1770934449998549E+000, 8.1672821499978454E-001, 0.0000000000000000E+000, 3.6835008800017022E-001, 3.9895947000559318E-002, 1.4556403980122923E-002, 4.6200579017977361E-002, 1.0115760300004695E-001
 1.4480968280001889E+000, 1.1623204680001891E+000, 8.1466747900003611E-001, 0.0000000000000000E+000, 3.6538930299980166E-001, 3.6874928998713585E-002, 1.3301940964765890E-002, 4.6430235996467673E-002, 1.0126679299855823E-001
 1.4627495870004168E+000, 1.1753984320002928E+000, 8.0716272100062270E-001, 0.0000000000000000E+000, 3.8017600699981813E-001, 4.1416540000000168E-002, 1.3249787009044667E-002, 4.6444695027048510E-002, 1.1060427399843320E-001
