parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 2.0021552689000146E+001, 1.6750001562000080E+001, 1.3886213829000098E+001, 0.0000000000000000E+000, 2.9278647800001636E+000, 1.8823117699889735E-001, 3.2020087008959308E-002, 9.9779746009744485E-002, 6.5470865900010722E-001
 2.0073031486000446E+001, 1.6800166879000244E+001, 1.3807975098000497E+001, 0.0000000000000000E+000, 3.0256540079999468E+000, 2.0922874700067950E-001, 3.2150509897974189E-002, 9.9783681979488392E-002, 7.1697141399909015E-001
 1.9924447981999492E+001, 1.6653186314000095E+001, 1.3794467226000052E+001, 0.0000000000000000E+000, 2.8730368040003214E+000, 1.7323382400036280E-001, 3.2038465974210339E-002, 9.9901549964670266E-002, 6.1041145000172037E-001
 2.0042017986000474E+001, 1.6773306824000201E+001, 1.3872966921999705E+001, 0.0000000000000000E+000, 2.9356914740003504E+000, 1.9976021799971022E-001, 3.2223875960198711E-002, 9.9815220934715398E-002, 6.4984609200018895E-001
 1.9997132955999632E+001, 1.6724459142000342E+001, 1.3790144269999473E+001, 0.0000000000000000E+000, 2.9589093120002872E+000, 2.0004445600056897E-001, 3.3648755027570587E-002, 1.0027601399110608E-001, 6.5055812099899413E-001
 2.0034228248000318E+001, 1.6753159217999382E+001, 1.3891528642999901E+001, 0.0000000000000000E+000, 2.8660611059995063E+000, 1.7376866200038421E-001, 3.1970450012522633E-002, 9.9860746045578708E-002, 5.7685372300056770E-001
 2.0122049070999992E+001, 1.6844008702999872E+001, 1.3861478880999812E+001, 0.0000000000000000E+000, 2.9876828589999604E+000, 2.1810106599969004E-001, 3.2857476022854826E-002, 9.9733416967410449E-002, 6.8988647799892533E-001
 2.0100153949000514E+001, 1.6824965036000322E+001, 1.3919278245999976E+001, 0.0000000000000000E+000, 2.9135912659994574E+000, 1.9256970099922910E-001, 3.3096471989438214E-002, 9.9994659954063536E-002, 6.1902794500065284E-001
 1.9970389145000127E+001, 1.6691546267000149E+001, 1.3795819958000038E+001, 0.0000000000000000E+000, 2.8952940879999005E+000, 1.8368753399977322E-001, 3.3304196986591705E-002, 1.0025739498314579E-001, 6.1869817699789564E-001
 1.9992441327999813E+001, 1.6718353418999868E+001, 1.3871358360000386E+001, 0.0000000000000000E+000, 2.8897383249995983E+000, 1.9365417000017260E-001, 3.3509395994769875E-002, 9.9755059006838565E-002, 6.3663459400004285E-001
