parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 8.3699438090002332E+000, 6.8529594820001876E+000, 5.5565784259999873E+000, 0.0000000000000000E+000, 1.3028438679996270E+000, 1.2759363899976961E-001, 2.8210505004608422E-002, 9.1597514983732253E-002, 2.8862611500039748E-001
 8.4432290929996725E+000, 6.9297002870009692E+000, 5.5634595640005955E+000, 0.0000000000000000E+000, 1.3408722649996889E+000, 1.4223688500032949E-001, 2.7814788021032655E-002, 9.1476269990835135E-002, 3.2380699500026822E-001
 8.3809054890000425E+000, 6.8717591419999735E+000, 5.5675973440004327E+000, 0.0000000000000000E+000, 1.2794316199995137E+000, 1.2977903199976026E-001, 2.8556260018376634E-002, 9.1692165051881602E-002, 2.7130610099607111E-001
 8.3809604249997847E+000, 6.8691671619994850E+000, 5.5598962740002662E+000, 0.0000000000000000E+000, 1.2866168449997986E+000, 1.2127415799955088E-001, 2.7814047994752400E-002, 9.1982016014071633E-002, 2.8339403000040875E-001
 8.3222256640003707E+000, 6.8113582610001231E+000, 5.5249289399998815E+000, 0.0000000000000000E+000, 1.2594767020000290E+000, 1.1735046599960697E-001, 2.8125449971639682E-002, 9.1744872002436750E-002, 2.7344437199894855E-001
 8.3681814679998752E+000, 6.8555911979997290E+000, 5.5562050069995621E+000, 0.0000000000000000E+000, 1.2847786879995056E+000, 1.2518934100035040E-001, 2.9150479034569798E-002, 9.1831134965559613E-002, 2.7678815299987036E-001
 8.3657593849993646E+000, 6.8539863610001248E+000, 5.5084725900005651E+000, 0.0000000000000000E+000, 1.3382815079996817E+000, 1.3907562000076723E-001, 2.8194887993095108E-002, 9.1905668976551169E-002, 3.1078988399985974E-001
 8.3541568750001716E+000, 6.8418863150000107E+000, 5.5224921530000302E+000, 0.0000000000000000E+000, 1.3038437470004283E+000, 1.2444954400007191E-001, 2.7881647109779806E-002, 9.1672063976375284E-002, 2.9630735499949878E-001
 8.3879364970002825E+000, 6.8752391959999386E+000, 5.5715751540003566E+000, 0.0000000000000000E+000, 1.2856839069997932E+000, 1.1833562799961328E-001, 2.7977466005950191E-002, 9.1463703968429400E-002, 2.8816853599914793E-001
 8.3764876890002142E+000, 6.8663442540000688E+000, 5.5684468380002272E+000, 0.0000000000000000E+000, 1.2685147540000798E+000, 1.2232134299938480E-001, 2.8237904027946570E-002, 9.2013610964613690E-002, 2.7373746799980836E-001
