parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 4.6940516433000084E+001, 4.0010981772000378E+001, 3.2075678837999931E+001, 0.0000000000000000E+000, 7.7457352279998304E+000, 4.3872527399844330E-001, 1.0510200002590864E-001, 5.0352156004919379E-002, 1.5343027260028066E+000, 3.8105827099934686E-001
 4.7121059108999816E+001, 4.0179781915999683E+001, 3.2260398941999938E+001, 0.0000000000000000E+000, 7.7921475239995743E+000, 3.8012378100256683E-001, 1.0547378595492773E-001, 4.9507835938584321E-002, 1.6043904499974815E+000, 4.0619405400047981E-001
 4.6925875687001280E+001, 3.9999739173000307E+001, 3.2082278124000368E+001, 0.0000000000000000E+000, 7.7873717409993333E+000, 4.3791530200132911E-001, 1.0511735799491362E-001, 4.9802887992882461E-002, 1.4884774669958460E+000, 3.8453716199956034E-001
 4.7246022480000192E+001, 4.0309533243999795E+001, 3.2443274422000286E+001, 0.0000000000000000E+000, 7.7944394530004502E+000, 3.8574902999744154E-001, 1.0663201298075364E-001, 4.9599134986237914E-002, 1.6440510409984199E+000, 5.1714468399950420E-001
 4.7336773332999940E+001, 4.0403952184999980E+001, 3.2429497948999995E+001, 0.0000000000000000E+000, 7.9067563509999843E+000, 4.6798650300007694E-001, 1.0441344900559102E-001, 4.8951855996421045E-002, 1.5650175739998815E+000, 4.6522691299995245E-001
 4.7352876458999901E+001, 4.0370485606999978E+001, 3.2545559211000011E+001, 0.0000000000000000E+000, 7.8913704150000399E+000, 5.3688196799987509E-001, 1.0493651300538431E-001, 4.9308124988726831E-002, 1.7520571569998538E+000, 5.6018261800005575E-001
 4.7226130972000306E+001, 4.0313393731999895E+001, 3.2474644262999732E+001, 0.0000000000000000E+000, 7.8527058849999776E+000, 4.2047783900022750E-001, 1.0452486299652719E-001, 4.9403371003222674E-002, 1.5817243180001697E+000, 5.4488139799980218E-001
 4.8101357536000023E+001, 4.1152349302000061E+001, 3.3330278308000061E+001, 0.0000000000000000E+000, 8.0560359489998064E+000, 7.0216608100008671E-001, 1.0859429099753015E-001, 4.9892578990011316E-002, 1.9198530439995238E+000, 7.0749486000033812E-001
 4.7188866904999827E+001, 4.0252457479999862E+001, 3.2370642353000221E+001, 0.0000000000000000E+000, 7.7322286889999532E+000, 3.6112345099979848E-001, 1.0519530203089289E-001, 4.9553639020018636E-002, 1.5152858190003826E+000, 4.7587628899987067E-001
 4.7206620210000210E+001, 4.0283050395999908E+001, 3.2416076184000076E+001, 0.0000000000000000E+000, 7.7707599459995436E+000, 4.2009047900046426E-001, 1.0697246894255841E-001, 5.0661649027233580E-002, 1.5144476469993151E+000, 4.2247558799999751E-001
