parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 5.3970452269995803E+000, 4.7412305269995159E+000, 2.0674171680002473E+000, 0.0000000000000000E+000, 2.7255163839995475E+000, 3.3038073299894677E-001, 1.2938432689875299E+000, 7.2071808099917689E-001, 6.3396826499956660E-001
 4.7905299470007776E+000, 4.1420248969998283E+000, 2.0202485940003498E+000, 0.0000000000000000E+000, 2.1631886609998219E+000, 1.1073718199759242E-001, 9.6931116403084161E-001, 4.6978458893272546E-001, 4.0164993999951548E-001
 4.7797626450005737E+000, 4.1275870020003822E+000, 2.0407240520003143E+000, 0.0000000000000000E+000, 2.1259111829999711E+000, 1.0157147499739949E-001, 9.6806590805317683E-001, 4.7262771396890457E-001, 3.8519698299796801E-001
 4.8037387719996332E+000, 4.1472500250006306E+000, 2.0101370670004144E+000, 0.0000000000000000E+000, 2.1710156879998976E+000, 1.1525870899913571E-001, 9.7427790596339037E-001, 4.7271929299176918E-001, 4.0204324400610858E-001
 4.7688197430011314E+000, 4.1108710100002099E+000, 2.0295919440000034E+000, 0.0000000000000000E+000, 2.1299625860001470E+000, 1.0155535899866663E-001, 9.6994436505701742E-001, 4.7089822199268383E-001, 3.8541917199745512E-001
 4.7614075930005129E+000, 4.1090774220006097E+000, 2.0088855649996731E+000, 0.0000000000000000E+000, 2.1316860120000456E+000, 9.9283726999601640E-002, 9.7172197613099343E-001, 4.6961584996870442E-001, 3.7973518700209752E-001
 4.7686798049994650E+000, 4.1154046610008663E+000, 2.0128341119993820E+000, 0.0000000000000000E+000, 2.1319736020013806E+000, 1.0563526899932185E-001, 9.6854428001870474E-001, 4.7628327200936837E-001, 3.8711387200555691E-001
 4.7785618600000817E+000, 4.1256848389998595E+000, 2.0295670029995563E+000, 0.0000000000000000E+000, 2.1426903960000345E+000, 1.0240019800085065E-001, 9.6843585501346752E-001, 4.7158134401479401E-001, 3.8729758600084097E-001
 4.7457140180003989E+000, 4.0911444620014663E+000, 2.0190510160000485E+000, 0.0000000000000000E+000, 2.1181274489995303E+000, 9.8969839001711080E-002, 9.6677017200090631E-001, 4.7049409803548770E-001, 3.7563461800027653E-001
 4.8197440470003130E+000, 4.1676179999999476E+000, 2.0167259309992005E+000, 0.0000000000000000E+000, 2.1938486429999102E+000, 1.1984730600170224E-001, 9.6912537299704127E-001, 4.7507295999639609E-001, 4.3372914999963541E-001
