parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 4.4725671769999735E+000, 3.6599234280000701E+000, 2.7820351009997921E+000, 0.0000000000000000E+000, 9.2991321199986032E-001, 1.2773090199959825E-001, 4.7270096012766771E-002, 2.2199498987788502E-002, 3.2852877100003752E-001, 1.2375555199992050E-001
 4.3853436900000133E+000, 3.5770364960000052E+000, 2.7760669219999272E+000, 0.0000000000000000E+000, 8.4664998000016567E-001, 9.7124142000097891E-002, 4.7551247985552436E-002, 2.2217428012027085E-002, 2.5813489299969206E-001, 8.9704190000020390E-002
 4.3569044109997321E+000, 3.5551373309999690E+000, 2.7340511670001888E+000, 0.0000000000000000E+000, 8.2859263700015617E-001, 1.0140728999954263E-001, 4.6521223006948276E-002, 2.1737411017284103E-002, 2.4935017600114406E-001, 9.9833521999926234E-002
 4.3059502820003672E+000, 3.5161991130003116E+000, 2.7495976849997987E+000, 0.0000000000000000E+000, 7.8142263199970330E-001, 5.3481792000184214E-002, 4.6514537032180669E-002, 2.1673692012427637E-002, 2.1749452800077052E-001, 7.4078945000337626E-002
 4.2959228540000822E+000, 3.5052964529991186E+000, 2.7211734979998710E+000, 0.0000000000000000E+000, 7.8060147599990160E-001, 6.6834890000563973E-002, 4.6657343014885555E-002, 2.1709049023456828E-002, 2.2745892600096340E-001, 7.3586474999729035E-002
 4.4083881389999533E+000, 3.6057382389999475E+000, 2.7641175979995296E+000, 0.0000000000000000E+000, 8.7144322700009980E-001, 1.0559707800121032E-001, 4.8640117972354346E-002, 2.2680984980524954E-002, 2.8034607400149980E-001, 1.0267874400074106E-001
 4.4314885489998233E+000, 3.6277322830001140E+000, 2.7408458950001204E+000, 0.0000000000000000E+000, 8.8880675000018527E-001, 1.5365691200054243E-001, 4.8938277953766374E-002, 2.2446076999131037E-002, 3.0775283200136982E-001, 8.5420828000223992E-002
 4.3663303529999666E+000, 3.5739759259997754E+000, 2.7243759150001097E+000, 0.0000000000000000E+000, 8.4366021599976193E-001, 1.0730730100112851E-001, 4.7122937987523983E-002, 2.2041323009261760E-002, 2.7058610299809516E-001, 8.1098627000073975E-002
 4.3336769289996937E+000, 3.5377691520002372E+000, 2.7416349989996434E+000, 0.0000000000000000E+000, 8.0827432800015231E-001, 9.0577256000415218E-002, 4.6937415075262834E-002, 2.1908254015215789E-002, 2.4565685099696566E-001, 7.4797332000116512E-002
 4.3493621419997908E+000, 3.5590277199996763E+000, 2.7335412310001175E+000, 0.0000000000000000E+000, 8.3971937000046637E-001, 1.0175257600030818E-001, 4.6634553015337588E-002, 2.1843141970975921E-002, 2.9808549299946208E-001, 1.0025884699962262E-001
