parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 2.0047619608999867E+001, 1.6776490443000057E+001, 1.3862980708000578E+001, 0.0000000000000000E+000, 2.7807571939997615E+000, 2.2933617700095965E-001, 5.2008153007136571E-002, 1.8117637999421277E-001, 4.6604742799831911E-001
 2.0103720650999776E+001, 1.6828043199000149E+001, 1.3865505827999414E+001, 0.0000000000000000E+000, 2.8239521690002221E+000, 2.2975404200087723E-001, 5.1366796919637636E-002, 1.8124525796315538E-001, 5.2329396799814276E-001
 1.9893067906999931E+001, 1.6626401267999881E+001, 1.3700655152000081E+001, 0.0000000000000000E+000, 2.7765313700003844E+000, 2.3044559900017703E-001, 5.1129566023746520E-002, 1.8140046299322421E-001, 4.7166429499952756E-001
 1.9914884895000341E+001, 1.6641006687000072E+001, 1.3733479915999851E+001, 0.0000000000000000E+000, 2.7953128369999831E+000, 2.3728414799938946E-001, 5.1563885103860230E-002, 1.8121926803951283E-001, 5.0770770700023604E-001
 1.9912517686999990E+001, 1.6638354331000301E+001, 1.3730995696000036E+001, 0.0000000000000000E+000, 2.7852549739998267E+000, 2.4489613699961410E-001, 5.1033668060881610E-002, 1.8129076000900568E-001, 4.5737902499854499E-001
 1.9984837202999870E+001, 1.6711081714999864E+001, 1.3720292564999681E+001, 0.0000000000000000E+000, 2.8741342680000344E+000, 2.5265688799868258E-001, 5.3697494928883316E-002, 1.8060497300643874E-001, 5.7494841699849530E-001
 1.9872932169999785E+001, 1.6605649561000064E+001, 1.3702141091000613E+001, 0.0000000000000000E+000, 2.7515646990000278E+000, 2.3140000500075075E-001, 5.1958950023617945E-002, 1.8133884102235243E-001, 4.4501275099742088E-001
 2.0097333171999708E+001, 1.6824449090000144E+001, 1.3936140345999775E+001, 0.0000000000000000E+000, 2.7986431350000203E+000, 2.3673024699974121E-001, 5.1677312057108793E-002, 1.8097804204398926E-001, 5.0783461599939983E-001
 1.9957682779000606E+001, 1.6682144659000187E+001, 1.3734099479999259E+001, 0.0000000000000000E+000, 2.8177358730004016E+000, 2.4088105299961171E-001, 5.2292677077730332E-002, 1.8148722398382233E-001, 4.8970048299815971E-001
 1.9938329405999866E+001, 1.6669387637000000E+001, 1.3739072173000750E+001, 0.0000000000000000E+000, 2.8331350560001738E+000, 2.4537985700044374E-001, 5.2602279888105841E-002, 1.8110823904498830E-001, 5.3808502399851932E-001
