parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 1.5585307699998339E+000, 1.2681561809995401E+000, 8.4868722499822979E-001, 0.0000000000000000E+000, 4.3185354000024745E-001, 1.0732667900128945E-001, 1.5507229936702061E-002, 7.0161949729481421E-003, 1.3093662199844402E-001, 2.9502983999464050E-002
 1.5517331570008537E+000, 1.2585795610007153E+000, 8.5989104600002975E-001, 0.0000000000000000E+000, 4.1299028200000976E-001, 8.2806881996930315E-002, 1.5014044952295080E-002, 6.8359760080056731E-003, 1.2376216499842485E-001, 3.4405430000333581E-002
 3.0905122269996355E+000, 2.7993012849997285E+000, 2.3715657060006379E+000, 0.0000000000000000E+000, 4.6898555700136058E-001, 1.1015367300115031E-001, 1.5734521080048580E-002, 7.2459819984942442E-003, 1.4234644799716989E-001, 5.6555031999323546E-002
 1.5483357869998144E+000, 1.2559053529994344E+000, 8.4499234399982015E-001, 0.0000000000000000E+000, 4.1750481300050524E-001, 9.0849804998015316E-002, 1.5079954047450883E-002, 6.8045210241507448E-003, 1.2833831299712983E-001, 2.9893390999859548E-002
 1.5626348990012957E+000, 1.2735463920007533E+000, 8.5204354700090335E-001, 0.0000000000000000E+000, 4.3710924900142345E-001, 1.0661538800059134E-001, 1.5051978974497615E-002, 6.8308020404401759E-003, 1.3688327799900435E-001, 3.1860261000474566E-002
 1.5590844020002805E+000, 1.2700854889985749E+000, 8.3738738800047940E-001, 0.0000000000000000E+000, 4.3984216999888304E-001, 1.1405706700224982E-001, 1.5061291999700188E-002, 6.8972210542597168E-003, 1.4139684299834698E-001, 3.0009766000148375E-002
 1.5505045889995017E+000, 1.2624575610002466E+000, 8.5038031000067349E-001, 0.0000000000000000E+000, 4.2749496899978112E-001, 9.8659824001060770E-002, 1.5020690987512353E-002, 6.7561370110524877E-003, 1.3667648100181395E-001, 2.9479958000138140E-002
 1.5677560429994628E+000, 1.2779015929991147E+000, 8.5711994100074662E-001, 0.0000000000000000E+000, 4.3815912399986701E-001, 1.0492429400028414E-001, 1.5565313939077896E-002, 7.1499860096082557E-003, 1.5904350500113651E-001, 3.2401767000010295E-002
 1.5638295420008035E+000, 1.2752450829998452E+000, 8.5658297100053460E-001, 0.0000000000000000E+000, 4.2996443699985321E-001, 1.0064175599882219E-001, 1.5183791017079784E-002, 6.9975979927221488E-003, 1.6925205000507049E-001, 2.8384220000589266E-002
 1.5923052079997433E+000, 1.3043760330001533E+000, 8.8952091800138078E-001, 0.0000000000000000E+000, 4.4215553499952875E-001, 1.1091029800127217E-001, 1.5124066969292471E-002, 6.8196190295566339E-003, 1.3951517500208865E-001, 4.6430483000222011E-002
