parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 3.3986029979996601E+000, 3.0617509310004607E+000, 1.1575015329997314E+000, 0.0000000000000000E+000, 1.9006400890000350E+000, 1.6698383100060710E-001, 1.0039577720151556E+000, 4.0406093696901735E-001, 5.8902381699886064E-001
 3.1932214980001845E+000, 2.8570128410008238E+000, 1.1555319760000202E+000, 0.0000000000000000E+000, 1.6907418330001747E+000, 1.6787783299946568E-001, 8.5654601701685351E-001, 3.7242647101015791E-001, 5.6768088299804731E-001
 3.2463105989995711E+000, 2.8927843070000563E+000, 1.1555575209999915E+000, 0.0000000000000000E+000, 1.7299814080001852E+000, 1.7150499699937427E-001, 8.6403113298365497E-001, 3.7151172798621701E-001, 5.9641466500306706E-001
 3.2018977029993039E+000, 2.8663573080007154E+000, 1.1550565259999530E+000, 0.0000000000000000E+000, 1.7045261200000823E+000, 1.6960557200081894E-001, 8.6555145499323771E-001, 3.7203994207084179E-001, 5.7781687500119006E-001
 3.1648853429983319E+000, 2.8297054359991307E+000, 1.1505338390006727E+000, 0.0000000000000000E+000, 1.6648278700004084E+000, 1.7354117200193286E-001, 8.6346944694150807E-001, 3.6715030498089618E-001, 5.3474800299773051E-001
 3.1258023200002754E+000, 2.7927219540006263E+000, 1.1384762089996912E+000, 0.0000000000000000E+000, 1.6472596359994895E+000, 1.6935241999954087E-001, 8.6017222903865331E-001, 3.6917353998023827E-001, 5.1500330499993652E-001
 3.1532218910006122E+000, 2.8247214149996580E+000, 1.1539230620010130E+000, 0.0000000000000000E+000, 1.6602197230004094E+000, 1.6451408300008552E-001, 8.6113018498781457E-001, 3.6816029301462549E-001, 5.3409466400125893E-001
 3.2188359209981172E+000, 2.8756454299996221E+000, 1.1551066979991447E+000, 0.0000000000000000E+000, 1.7152900630003387E+000, 1.7017592299725948E-001, 8.6123271295582526E-001, 3.7117642798375527E-001, 5.8312859699844921E-001
 3.2382512630001656E+000, 2.8938839359998383E+000, 1.1620269600002757E+000, 0.0000000000000000E+000, 1.7295790919997671E+000, 1.8075043099770483E-001, 8.6198685699127964E-001, 3.6965133394687655E-001, 5.8864454300328362E-001
 3.1534749170000396E+000, 2.8301815810004882E+000, 1.1520536960006211E+000, 0.0000000000000000E+000, 1.6669420110006286E+000, 1.6592833200093082E-001, 8.6678643295772417E-001, 3.6632555901496744E-001, 5.3536545500128341E-001
