parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 8.5825153309988309E+000, 7.0647797790002187E+000, 5.5580794779993994E+000, 0.0000000000000000E+000, 1.4957298049994279E+000, 1.2469092199853549E-001, 3.1130589028634859E-002, 9.4597296964366251E-002, 4.0139099599809924E-001
 8.6068153099986375E+000, 7.0806385840000985E+000, 5.5741757040009361E+000, 0.0000000000000000E+000, 1.5028892480004288E+000, 1.3146570799972324E-001, 3.0526357917551650E-002, 9.4496774905110215E-002, 3.9974169999686637E-001
 8.6231172499992681E+000, 7.1069876960000329E+000, 5.5679950310000095E+000, 0.0000000000000000E+000, 1.5167450849999113E+000, 1.4495262799982811E-001, 3.1871522000528785E-002, 9.4713722977303405E-002, 4.0391902199826291E-001
 8.6399488720007867E+000, 7.1205973060004908E+000, 5.5924231949989007E+000, 0.0000000000000000E+000, 1.5336348479991102E+000, 1.4025952400106689E-001, 3.0240600086926861E-002, 9.4581380039016949E-002, 4.1568447099825789E-001
 8.6455063439998412E+000, 7.1272618600005444E+000, 5.5996482789992115E+000, 0.0000000000000000E+000, 1.5081558369997765E+000, 1.3480831999731890E-001, 3.0259851892424194E-002, 9.4807719928667211E-002, 4.0853213600075833E-001
 8.6218004769989420E+000, 7.0886456840007668E+000, 5.6024026069999309E+000, 0.0000000000000000E+000, 1.4846608489997379E+000, 1.2663352599838618E-001, 3.0806362045495916E-002, 9.4650144055776764E-002, 3.9737249200288716E-001
 8.5462951800009250E+000, 7.0240939909999724E+000, 5.5656830060001994E+000, 0.0000000000000000E+000, 1.4583370950008430E+000, 1.2343057000043700E-001, 3.1026810034290975E-002, 9.4440483029757161E-002, 3.5713086599889721E-001
 8.5790730669991717E+000, 7.0601596979995520E+000, 5.5661761010005648E+000, 0.0000000000000000E+000, 1.4780571160004001E+000, 1.2370747500108337E-001, 3.1076875957296579E-002, 9.4903288987552514E-002, 3.8146292100327628E-001
 8.6768577600000754E+000, 7.1592257680003968E+000, 5.6391835530002936E+000, 0.0000000000000000E+000, 1.5077967699990040E+000, 1.3582694599790557E-001, 3.0809789144313982E-002, 9.4857154968394752E-002, 4.0184147299896722E-001
 8.5673962969995046E+000, 7.0423683169992728E+000, 5.6016686610009856E+000, 0.0000000000000000E+000, 1.4427380480005922E+000, 1.1625505200163389E-001, 3.0023556985270261E-002, 9.4395296974653320E-002, 3.4963168699778180E-001
