parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 2.0439853130000003E+000, 1.6765822880000001E+000, 1.4045978859999999E+000, 0.0000000000000000E+000, 3.2748627399999997E-001, 3.8327684000001305E-002, 1.3602010000022702E-002, 4.7335166000024742E-002, 1.1584455699999774E-001
 2.0236603599999987E+000, 1.6486697089999991E+000, 1.3947393020000010E+000, 0.0000000000000000E+000, 3.3359322800000024E-001, 3.5634585999999135E-002, 1.2703657000022961E-002, 4.6637478000020938E-002, 1.2748613199999914E-001
 2.0484326430000008E+000, 1.6844116720000009E+000, 1.4193603930000003E+000, 0.0000000000000000E+000, 3.6254730499999965E-001, 3.6113551000000577E-002, 1.2931576999990479E-002, 4.6487170000019340E-002, 1.4626826699999906E-001
 2.0672371510000001E+000, 1.7001212870000013E+000, 1.4406569139999994E+000, 0.0000000000000000E+000, 3.6304068200000028E-001, 3.8097073999998621E-002, 1.2611352999974290E-002, 4.6598864000017226E-002, 1.4092252699999674E-001
 2.0124341259999992E+000, 1.6455006380000001E+000, 1.3880246830000003E+000, 0.0000000000000000E+000, 3.0978616499999978E-001, 3.5621771000001523E-002, 1.3065971000032484E-002, 4.6674367999976596E-002, 1.0155381200000191E-001
 2.0286914860000009E+000, 1.6632405300000008E+000, 1.3906627249999994E+000, 0.0000000000000000E+000, 3.1990709700000020E-001, 3.9201114000000814E-002, 1.2735441000011782E-002, 4.6626428999977598E-002, 1.1260525399999688E-001
 2.0369588579999998E+000, 1.6717527160000007E+000, 1.4069882360000001E+000, 0.0000000000000000E+000, 3.5317117499999995E-001, 3.5756790000001093E-002, 1.2678618000027786E-002, 4.6509728999991395E-002, 1.3162139700000308E-001
 2.0228947829999995E+000, 1.6633946449999999E+000, 1.3935169079999996E+000, 0.0000000000000000E+000, 3.1745069500000023E-001, 4.4344066000000737E-002, 1.2589928000001915E-002, 4.6675776000005609E-002, 1.0223443700000212E-001
 1.9828853529999990E+000, 1.6260574280000002E+000, 1.3665807780000003E+000, 0.0000000000000000E+000, 3.0540924199999964E-001, 3.5565603000000223E-002, 1.2554822000018451E-002, 4.6537767000010444E-002, 9.8698788000002757E-002
 2.0094716809999995E+000, 1.6483506509999981E+000, 1.3854660219999997E+000, 0.0000000000000000E+000, 3.1660268200000008E-001, 3.6418417000001035E-002, 1.2535563999987342E-002, 4.6632384999993448E-002, 1.0629867099999801E-001
