parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 4.6009061900000026E-001, 3.9149234399999999E-001, 3.1469287499999976E-001, 0.0000000000000000E+000, 8.1967000000000012E-002, 1.6747903999999703E-002, 3.3031000000066646E-003, 1.6199729999907264E-003, 3.1605504999999479E-002, 1.1697907000000063E-002
 4.5701165799999988E-001, 3.8485579400000014E-001, 3.1294079999999969E-001, 0.0000000000000000E+000, 7.4071050999999999E-002, 1.4542977000000401E-002, 3.3621169999935585E-003, 1.5945239999995975E-003, 2.7318943000000262E-002, 1.0729228999999951E-002
 4.5458284999999987E-001, 3.8605332799999992E-001, 3.1452057599999994E-001, 0.0000000000000000E+000, 7.3192643999999807E-002, 1.2470663000000104E-002, 3.3731260000123831E-003, 1.5692599999909129E-003, 2.5879261000000486E-002, 1.1502156999999791E-002
 4.5579563000000012E-001, 3.8655344600000008E-001, 3.1293883200000006E-001, 0.0000000000000000E+000, 7.5821349999999899E-002, 1.4302357000000265E-002, 3.3228779999990854E-003, 1.5680999999944101E-003, 2.7954080000000103E-002, 1.0999693000000144E-002
 4.5399428200000003E-001, 3.8445729200000001E-001, 3.1288250300000020E-001, 0.0000000000000000E+000, 7.3841689000000099E-002, 1.3547347999999904E-002, 3.2992670000037139E-003, 1.6254150000071244E-003, 2.4632872999999278E-002, 9.9618269999998121E-003
 4.4644646400000010E-001, 3.7833696399999983E-001, 3.0984168199999995E-001, 0.0000000000000000E+000, 6.7658222000000046E-002, 4.8098809999997938E-003, 3.3918970000120785E-003, 1.5900190000005532E-003, 2.1881657999999859E-002, 1.2180864999999930E-002
 4.6484900199999979E-001, 3.9505206999999987E-001, 3.2521848300000000E-001, 0.0000000000000000E+000, 8.3458677000000092E-002, 8.4560119999997907E-003, 3.3505769999939705E-003, 1.5779349999969217E-003, 3.4377795000000821E-002, 2.3254483999999964E-002
 4.6148099200000015E-001, 3.9308160999999997E-001, 3.1787235399999969E-001, 0.0000000000000000E+000, 8.1683040000000040E-002, 1.9661594000000004E-002, 3.3837370000046052E-003, 1.5765129999969485E-003, 3.3474313999999783E-002, 1.1898487999999818E-002
 4.6318970799999981E-001, 3.9467550999999990E-001, 3.1942399599999982E-001, 0.0000000000000000E+000, 8.2006135000000091E-002, 1.2820805000000712E-002, 3.3373409999951642E-003, 1.6198560000043605E-003, 3.1906218999999458E-002, 1.8865565000000029E-002
 4.5061763600000004E-001, 3.8195882500000000E-001, 3.1987119900000005E-001, 0.0000000000000000E+000, 6.6744106000000025E-002, 4.4106520000001259E-003, 3.5531410000023689E-003, 1.6303770000055673E-003, 2.1766748999999863E-002, 1.3385371000000146E-002
