parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 6.1451163700000022E-001, 5.5059658400000000E-001, 4.2103266499999981E-001, 0.0000000000000000E+000, 1.5693929300000009E-001, 3.3368659999999606E-002, 1.0670409999996133E-002, 4.6580702999999390E-002, 7.0896750000000175E-002
 4.8430538499999987E-001, 4.2243006899999991E-001, 2.9768056700000012E-001, 0.0000000000000000E+000, 1.2833635099999996E-001, 3.2350815999999893E-002, 9.4541239999976767E-003, 4.4645644999996015E-002, 4.5197283999999560E-002
 4.8336577499999978E-001, 4.2141665700000008E-001, 2.9668653899999997E-001, 0.0000000000000000E+000, 1.2710277800000014E-001, 3.2511763000000249E-002, 9.6873730000056613E-003, 4.4445041000004681E-002, 4.3779707999999862E-002
 4.9970774800000006E-001, 4.3758898599999985E-001, 3.0884838200000009E-001, 0.0000000000000000E+000, 1.4187613899999996E-001, 3.2456839000000071E-002, 9.6036280000006968E-003, 4.4522612000004069E-002, 5.8884954000000822E-002
 4.8422642000000005E-001, 4.2433272099999986E-001, 2.9853298700000008E-001, 0.0000000000000000E+000, 1.3039887200000000E-001, 3.2341484000000031E-002, 9.5187539999972426E-003, 4.4716876000000072E-002, 4.7258953000000603E-002
 4.8417752600000030E-001, 4.2213505399999973E-001, 2.9686830800000008E-001, 0.0000000000000000E+000, 1.2834825999999966E-001, 3.2613342000000101E-002, 9.7697470000024378E-003, 4.4511309000002552E-002, 4.4928614000001255E-002
 4.9466947300000019E-001, 4.3272369799999988E-001, 3.0418013999999982E-001, 0.0000000000000000E+000, 1.3876570099999996E-001, 3.2342260000000511E-002, 9.9050220000024281E-003, 4.4931101000000417E-002, 5.5285506000000373E-002
 4.9458112999999981E-001, 4.3291784300000025E-001, 3.0114480600000004E-001, 0.0000000000000000E+000, 1.3822335400000008E-001, 3.2310770999999794E-002, 9.4562859999987037E-003, 4.4589168000001234E-002, 5.5012240000000157E-002
 4.8417892400000007E-001, 4.2267115499999997E-001, 2.9570606300000002E-001, 0.0000000000000000E+000, 1.2917407599999975E-001, 3.2313557000000381E-002, 9.6935960000069654E-003, 4.5068295999989849E-002, 4.5703942000000608E-002
 4.8675887099999993E-001, 4.2507070800000013E-001, 2.9834651399999979E-001, 0.0000000000000000E+000, 1.3101033399999995E-001, 3.2309890999999813E-002, 9.9492390000096576E-003, 4.4678373999995968E-002, 4.7584257000000019E-002
