parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 2.2003180950000001E+000, 2.0270727559999995E+000, 1.8664539810000003E+000, 0.0000000000000000E+000, 1.7250435100000017E-001, 1.1700708000001114E-002, 4.2153889999814176E-003, 1.9807990000091369E-003, 7.4261755000001095E-002, 5.8501493999999932E-002
 1.5386595629999993E+000, 1.3709265309999985E+000, 1.2470167940000005E+000, 0.0000000000000000E+000, 1.2278980900000014E-001, 1.2086204000000267E-002, 4.1931629999860665E-003, 1.9412150000004402E-003, 3.2956020999999724E-002, 2.1650915999999798E-002
 1.6325390049999999E+000, 1.4685588099999993E+000, 1.2950514170000011E+000, 0.0000000000000000E+000, 1.7788780400000004E-001, 3.2049587999999796E-002, 4.1968249999939644E-003, 2.0781480000044983E-003, 6.1873038999999741E-002, 3.6267455000000393E-002
 1.3586946500000003E+000, 1.1870586360000008E+000, 1.0366901789999992E+000, 0.0000000000000000E+000, 1.6251906500000035E-001, 3.0731158999999453E-002, 4.1621020000122133E-003, 1.9490470000045335E-003, 5.5779739999999522E-002, 2.2489399000000132E-002
 1.9127396699999992E+000, 1.7366166010000006E+000, 1.5903452040000006E+000, 0.0000000000000000E+000, 1.5600627099999986E-001, 3.5123734000000795E-002, 4.7462720000233105E-003, 1.9540809999916142E-003, 5.2071820999998630E-002, 2.4330153000000188E-002
 2.1966416500000001E+000, 2.0240162329999998E+000, 1.8820225640000006E+000, 0.0000000000000000E+000, 1.4527577300000027E-001, 1.9847143000000456E-002, 4.1799899999990231E-003, 1.9296930000003432E-003, 4.7731991999999002E-002, 2.0300007999999758E-002
 1.7897058379999997E+000, 1.6134313649999998E+000, 1.4667447490000003E+000, 0.0000000000000000E+000, 1.5050429100000007E-001, 5.4920969999996405E-003, 4.1759079999839077E-003, 1.9414290000032697E-003, 5.9753406999998315E-002, 4.0725375000000064E-002
 1.7560683920000009E+000, 1.5851821280000005E+000, 1.4334366340000004E+000, 0.0000000000000000E+000, 1.5460968399999997E-001, 2.1676982999998984E-002, 4.1597010000147261E-003, 1.9548179999984150E-003, 6.1789600999999417E-002, 2.2168462999999861E-002
 1.4594418400000007E+000, 1.2927646170000007E+000, 1.1328004060000005E+000, 0.0000000000000000E+000, 1.6130746799999995E-001, 3.1309654999999159E-002, 4.1817450000098955E-003, 1.9415979999999333E-003, 5.6729302999999343E-002, 2.0103299000000074E-002
 1.8888451030000004E+000, 1.7222136429999999E+000, 1.6022644840000000E+000, 0.0000000000000000E+000, 1.1538665500000000E-001, 4.3660960000004856E-003, 4.2136429999961589E-003, 1.9669050000112875E-003, 2.8958990999999878E-002, 1.7819142999999871E-002
