parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 1.4494273499999992E+000, 1.3775132150000005E+000, 3.1830529500000049E-001, 0.0000000000000000E+000, 1.0665018809999998E+000, 3.1367269000000642E-002, 8.5469812499993436E-001, 1.0308704400000068E-001, 7.2618931699999845E-001
 1.4443589010000002E+000, 1.3756190559999995E+000, 3.1577914999999934E-001, 0.0000000000000000E+000, 1.0673490010000006E+000, 2.9922620000000455E-002, 8.6089432900001706E-001, 1.0294197400000393E-001, 7.2116559100000033E-001
 1.5272857210000004E+000, 1.4523198219999998E+000, 3.1428499500000040E-001, 0.0000000000000000E+000, 1.1443926270000009E+000, 2.8950003999999918E-002, 9.1986747100001187E-001, 1.0256940399999537E-001, 8.0336385200000038E-001
 1.4409354510000003E+000, 1.3695822320000006E+000, 3.1626029099999964E-001, 0.0000000000000000E+000, 1.0613957069999995E+000, 2.9269065000000039E-002, 8.6280761699996189E-001, 1.0265535300000028E-001, 7.2164276800000016E-001
 1.6279700310000003E+000, 1.5568171800000001E+000, 3.1275154399999994E-001, 0.0000000000000000E+000, 1.2528427099999990E+000, 3.0465472999999799E-002, 9.9902815900003072E-001, 1.0302770199999056E-001, 9.1088011199999830E-001
 1.4790730239999994E+000, 1.4096609260000004E+000, 3.0918379399999951E-001, 0.0000000000000000E+000, 1.1087493600000005E+000, 2.9075236000001281E-002, 8.5469007999996816E-001, 1.0673151600000130E-001, 7.6895732399999961E-001
 1.4502668630000000E+000, 1.3794289039999996E+000, 3.1639225400000015E-001, 0.0000000000000000E+000, 1.0687739180000000E+000, 2.9285195999999569E-002, 8.5382997799999427E-001, 1.0292930300001157E-001, 7.2889775499999843E-001
 1.5047958729999988E+000, 1.4348368249999996E+000, 3.1687786100000026E-001, 0.0000000000000000E+000, 1.1276216340000007E+000, 3.4256205999999123E-002, 9.0839749700001438E-001, 1.0247083800001122E-001, 7.7849387299999995E-001
 1.4504370619999998E+000, 1.3814247700000004E+000, 3.1441115899999983E-001, 0.0000000000000000E+000, 1.0732687200000006E+000, 3.3442009999999467E-002, 8.6079903199993346E-001, 1.0298775200000687E-001, 7.2814789099999855E-001
 1.4776838000000008E+000, 1.4027864650000006E+000, 3.2407993699999982E-001, 0.0000000000000000E+000, 1.0913304930000001E+000, 3.5074231000000733E-002, 8.5027671600001331E-001, 1.0275347099999954E-001, 7.4485395800000131E-001
