parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 5.1427345289999993E+000, 4.3683637439999989E+000, 3.7974882010000002E+000, 0.0000000000000000E+000, 5.9024722299999954E-001, 2.2551718000001664E-002, 1.7727382000046532E-002, 9.2741689999469301E-003, 1.2206079799999969E-001
 5.0773117289999989E+000, 4.3083444200000010E+000, 3.7646605160000020E+000, 0.0000000000000000E+000, 5.6352854200000024E-001, 2.8583605000000567E-002, 1.7066167000010068E-002, 8.2840420000511727E-003, 9.0680734000002872E-002
 5.0924641989999992E+000, 4.3157900680000010E+000, 3.7623720930000006E+000, 0.0000000000000000E+000, 5.7991616999999973E-001, 1.7732481000001243E-002, 1.7884607999988589E-002, 8.3101320000169565E-003, 1.1262331999999997E-001
 5.0535935660000009E+000, 4.2802808410000015E+000, 3.7482536769999992E+000, 0.0000000000000000E+000, 5.7423838399999827E-001, 1.2491000999999002E-002, 1.7191544000096926E-002, 8.1677480000834635E-003, 1.1412381399999916E-001
 5.0826579289999998E+000, 4.3069923859999992E+000, 3.7535064220000010E+000, 0.0000000000000000E+000, 6.2746604899999969E-001, 2.4106784000001547E-002, 1.7388702999911132E-002, 8.4131009999719453E-003, 1.3767903600000064E-001
 5.0850650139999969E+000, 4.3099435770000012E+000, 3.7709397619999985E+000, 0.0000000000000000E+000, 6.1119043999999967E-001, 3.1819576000001071E-002, 1.7288285999970121E-002, 8.5385939999600424E-003, 1.3797717299999412E-001
 5.1108331820000004E+000, 4.3314613779999993E+000, 3.7971273050000010E+000, 0.0000000000000000E+000, 5.8891417500000021E-001, 1.9526269000002650E-002, 1.7411232000018373E-002, 8.6629890000384790E-003, 1.2347562599999673E-001
 5.0918251410000002E+000, 4.3181498589999991E+000, 3.7642654830000009E+000, 0.0000000000000000E+000, 5.8148633599999933E-001, 2.9328249999998057E-002, 1.7028094000087535E-002, 8.3128619999355280E-003, 1.0972364300000148E-001
 5.0608426330000009E+000, 4.2886388319999984E+000, 3.7506951810000011E+000, 0.0000000000000000E+000, 6.0460067800000061E-001, 2.7195715000003062E-002, 1.7220391000077662E-002, 8.5256560000184223E-003, 1.3986599000000055E-001
 5.0913533650000007E+000, 4.3139022830000000E+000, 3.7679000790000003E+000, 0.0000000000000000E+000, 5.9451779000000116E-001, 1.3686356999999205E-002, 1.7541882999918101E-002, 8.4002109998753127E-003, 1.2423812900000453E-001
