parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 2.0668914679999997E+000, 1.6917899760000004E+000, 1.4561907529999996E+000, 0.0000000000000000E+000, 3.4803562800000032E-001, 1.8213024999999661E-002, 9.9510860000209256E-003, 4.4283140000085375E-003, 1.0393871199999927E-001, 1.2812729100000064E-001
 2.0262002429999999E+000, 1.6555742820000003E+000, 1.4190716659999998E+000, 0.0000000000000000E+000, 3.0428370200000021E-001, 1.2012670999998587E-002, 9.6185429999930960E-003, 4.4281870000011381E-003, 9.0345818000002520E-002, 9.7175695000001117E-002
 2.0098878109999991E+000, 1.6426761620000008E+000, 1.4135545479999991E+000, 0.0000000000000000E+000, 2.8727879600000028E-001, 5.0391989999996056E-003, 9.4973719999837947E-003, 4.6173039999319876E-003, 6.9608986999998290E-002, 8.7611360999999555E-002
 2.0676164090000007E+000, 1.6923337819999995E+000, 1.4426930880000004E+000, 0.0000000000000000E+000, 3.4263629500000015E-001, 9.6892880000010173E-003, 9.7570719999864330E-003, 4.5147660000162126E-003, 7.7319107999995751E-002, 1.3665548899999980E-001
 2.0291347100000001E+000, 1.6577424310000000E+000, 1.4219082209999994E+000, 0.0000000000000000E+000, 3.0429654099999937E-001, 1.0329508999999959E-002, 9.6819460000245883E-003, 4.4315409999926558E-003, 6.5991846000000187E-002, 9.9539918000000061E-002
 2.0614850839999992E+000, 1.6843051219999996E+000, 1.4455258470000003E+000, 0.0000000000000000E+000, 3.3605624699999970E-001, 7.6610810000015128E-003, 9.6657399999848792E-003, 4.4427290000341735E-003, 7.6107812000000052E-002, 1.3116459100000011E-001
 2.0639039900000009E+000, 1.6908174820000004E+000, 1.4660962669999993E+000, 0.0000000000000000E+000, 3.2579853700000028E-001, 5.6456289999982090E-003, 9.5901239999678367E-003, 4.3894589999720068E-003, 1.2050918299999935E-001, 1.2547931199999995E-001
 2.0531774089999990E+000, 1.6729286059999997E+000, 1.4414329790000000E+000, 0.0000000000000000E+000, 3.3258820799999977E-001, 5.4519210000005813E-003, 9.6354569999888007E-003, 4.4940290000186067E-003, 9.9059566999994964E-002, 1.3373238500000006E-001
 2.0612384539999997E+000, 1.6824574260000000E+000, 1.4418643709999999E+000, 0.0000000000000000E+000, 3.1776117199999998E-001, 7.5690200000000374E-003, 9.5311989999875557E-003, 4.4346459999835552E-003, 5.5520579000003956E-002, 1.0466618299999952E-001
 2.0575646449999989E+000, 1.6793825810000005E+000, 1.4298384080000002E+000, 0.0000000000000000E+000, 3.0126341600000028E-001, 7.2798150000017436E-003, 9.5528039999916992E-003, 4.4221420000347678E-003, 6.4377990000002328E-002, 8.9441986999998946E-002
