parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 2.8903917209997871E+000, 2.6135296329998710E+000, 1.4149539480006297E+000, 0.0000000000000000E+000, 2.2361380910001571E+000, 7.3437759600119534E-001, 9.0593797020119382E-002, 3.5366148966886612E-002, 1.6240550070024256E+000, 9.9778813800026001E-001
 2.8197970489998170E+000, 2.5431345810000039E+000, 1.3500549750001483E+000, 0.0000000000000000E+000, 2.2272119120000298E+000, 7.2857775600004970E-001, 9.0264074981178055E-002, 3.5116351074975682E-002, 1.6156717320004645E+000, 9.9474846399994021E-001
 2.8190304990000641E+000, 2.5414749280005253E+000, 1.3441348839996863E+000, 0.0000000000000000E+000, 2.2313076409998303E+000, 7.3739061499986747E-001, 9.0215099045053648E-002, 3.5286591977865100E-002, 1.6090479990004951E+000, 9.9762311099993894E-001
 2.8275603069998851E+000, 2.5503560400002243E+000, 1.3578250250000110E+000, 0.0000000000000000E+000, 2.2295789400000103E+000, 7.3482651000108490E-001, 9.0095772154199949E-002, 3.4990797051705158E-002, 1.6162585219979064E+000, 9.9882499800060032E-001
 2.8076545140002054E+000, 2.5307519190000676E+000, 1.3471489659998497E+000, 0.0000000000000000E+000, 2.2202839439996751E+000, 7.2818629699986559E-001, 9.0230619894555275E-002, 3.4756727021658662E-002, 1.6134367309978188E+000, 9.9397304900048766E-001
 2.8781027660002110E+000, 2.6009755349996340E+000, 1.4065866410003309E+000, 0.0000000000000000E+000, 2.2300041359999341E+000, 7.3434915699931480E-001, 9.0617926023469408E-002, 3.5246765016154313E-002, 1.6170384560009552E+000, 9.9723702400001457E-001
 2.7717147149999164E+000, 2.4963939449999089E+000, 1.3102716240000518E+000, 0.0000000000000000E+000, 2.2192289759998403E+000, 7.2655166800063853E-001, 8.9920501975484513E-002, 3.5024947984766186E-002, 1.6098728880003819E+000, 9.9385389100007160E-001
 2.8038662860005843E+000, 2.5273750119997658E+000, 1.3358238280002297E+000, 0.0000000000000000E+000, 2.2272764630004076E+000, 7.3626563699940561E-001, 9.0851624013112087E-002, 3.5208302990895390E-002, 1.6111169950020212E+000, 9.9700355399977525E-001
 2.8118839699995988E+000, 2.5344624640001712E+000, 1.3331790140005069E+000, 0.0000000000000000E+000, 2.2347719889996824E+000, 7.3716625800079782E-001, 8.9579110951717666E-002, 3.4815492993402586E-002, 1.6313303870006166E+000, 9.9597959000016090E-001
 2.7963956609994511E+000, 2.5200846609998280E+000, 1.3112861769996016E+000, 0.0000000000000000E+000, 2.2410586109992892E+000, 7.3998586700076885E-001, 9.1627316985977814E-002, 3.5289704970182356E-002, 1.6282226330004050E+000, 9.9462517600022693E-001
