parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 3.9355121799940207E-001, 3.6248233499986782E-001, 1.7694784000013897E-001, 0.0000000000000000E+000, 2.1498363499995321E-001, 4.8749031000170362E-002, 7.5228213987657000E-002, 3.6469260008061610E-002, 1.6620798299845774E-001
 3.8632941399964693E-001, 3.5587927999949898E-001, 1.7602568599977531E-001, 0.0000000000000000E+000, 2.0748458800039771E-001, 4.4553374999850348E-002, 7.4797640995029724E-002, 3.2530686990639879E-002, 1.6291563600248082E-001
 3.8550929299958625E-001, 3.5609521099991071E-001, 1.7573845299943969E-001, 0.0000000000000000E+000, 2.0853149699996720E-001, 4.4678192000674244E-002, 7.4758218986744396E-002, 3.2740920996957357E-002, 1.6383337300180756E-001
 3.8725476900049216E-001, 3.5635551299992585E-001, 1.7585005700016154E-001, 0.0000000000000000E+000, 2.0955028399976072E-001, 4.4763886998907765E-002, 7.4945170002138184E-002, 3.2969065006227538E-002, 1.6476465599839685E-001
 3.8780927200014048E-001, 3.5767850599995654E-001, 1.7613544499999989E-001, 0.0000000000000000E+000, 2.1040700299977289E-001, 4.4870933001220692E-002, 7.4963507996926637E-002, 3.2532102999539347E-002, 1.6552481400026409E-001
 3.9004629500004739E-001, 3.5913837099997181E-001, 1.7775954800004001E-001, 0.0000000000000000E+000, 2.0961266699987391E-001, 4.5064966999689204E-002, 7.4719005993983956E-002, 3.3057367991659703E-002, 1.6452555100090649E-001
 3.8785081399919363E-001, 3.5664637299987589E-001, 1.7651176200047303E-001, 0.0000000000000000E+000, 2.0891518700022971E-001, 4.4624662000614990E-002, 7.5046818988312225E-002, 3.2575072004192407E-002, 1.6426765000164778E-001
 3.8646755299987490E-001, 3.5601574999986951E-001, 1.7619103199990604E-001, 0.0000000000000000E+000, 2.0905608699968070E-001, 4.4662392999498479E-002, 7.4651306998248401E-002, 3.2682966010952441E-002, 1.6437270099891066E-001
 3.8656937400014613E-001, 3.5667488200010666E-001, 1.7645790099936676E-001, 0.0000000000000000E+000, 2.0975947700026154E-001, 4.4895773000689587E-002, 7.4999786001626489E-002, 3.2548258006954711E-002, 1.6484946599939576E-001
 3.8648069200030477E-001, 3.5575228700054140E-001, 1.7595387500000470E-001, 0.0000000000000000E+000, 2.0932804700009910E-001, 4.4636922999643502E-002, 7.4281408004708283E-002, 3.2729557000266141E-002, 1.6467907699984607E-001
