parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 1.1477130128999988E+001, 1.0984555761999900E+001, 2.5171475259999170E+000, 3.1008705999965969E-002, 9.3197002569997949E+000, 2.0037726620000740E+000, 4.5230856220589430E+000, 1.7966503799370912E+000, 6.8533912470011273E+000
 1.1526668313000073E+001, 1.1033220437000182E+001, 2.5336015199998201E+000, 3.0974477000427214E-002, 9.3477339720004693E+000, 2.0117277219997050E+000, 4.5243612659685368E+000, 1.7930260649484353E+000, 6.8689572699986456E+000
 1.1414350053999669E+001, 1.0916869599999927E+001, 2.4484625239995239E+000, 3.1128959000170653E-002, 9.3233804939998208E+000, 2.0072655509993638E+000, 4.5299060569643643E+000, 1.8004141630549384E+000, 6.8484510130042509E+000
 1.1404190940000262E+001, 1.0908282731999407E+001, 2.4351322759996492E+000, 3.0877728999712417E-002, 9.3248310889996446E+000, 2.0020070689995464E+000, 4.5416168020242367E+000, 1.8043619899497116E+000, 6.8541530069994678E+000
 1.1394382209000469E+001, 1.0897366707999936E+001, 2.4374637130001702E+000, 3.0835376000140968E-002, 9.3092953979996764E+000, 2.0043945420009095E+000, 4.5260577559197372E+000, 1.7945598039971173E+000, 6.8456855669996912E+000
 1.1507991121000259E+001, 1.1014220211000293E+001, 2.5328923570002644E+000, 3.1162991000655893E-002, 9.3264726189997873E+000, 2.0097459079993314E+000, 4.5425869620537469E+000, 1.8040927860834017E+000, 6.8579671370039250E+000
 1.1493619581000530E+001, 1.0999543216999882E+001, 2.5195497729996532E+000, 3.0441181000242068E-002, 9.3219044919997032E+000, 2.0068808430023637E+000, 4.5174143790300150E+000, 1.7932274480403976E+000, 6.8543446229973597E+000
 1.1514387635000276E+001, 1.1021173270999952E+001, 2.5327956410005754E+000, 3.0822947999695316E-002, 9.3443677219997880E+000, 2.0093484209933195E+000, 4.5459269799425783E+000, 1.8023502409550929E+000, 6.8720117879984173E+000
 1.1489713709000171E+001, 1.0936093073000393E+001, 2.4678542550004750E+000, 3.1517212999460753E-002, 9.3145077799990759E+000, 2.0023861549966568E+000, 4.5443191427489182E+000, 1.8057743099157051E+000, 6.8533622079985435E+000
 1.1488516489999711E+001, 1.0990012836000460E+001, 2.5015290309997908E+000, 3.1408897000801517E-002, 9.3378904769997462E+000, 2.0059813949969794E+000, 4.5443837317875477E+000, 1.8031544479113109E+000, 6.8679016879959818E+000
