parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 4.3790079599943965E-001, 4.1470153400041454E-001, 1.8259885699944789E-001, 1.6390528999863818E-002, 3.2572367799980384E-001, 9.6315606000871412E-002, 1.3477231979550197E-002, 5.2979660033543041E-003, 1.8883043700179769E-001, 9.7259943999915777E-002
 4.4786840799952188E-001, 4.2452104000062718E-001, 1.9132925100007014E-001, 1.6368740999951115E-002, 3.2685086699984822E-001, 9.7245365999924616E-002, 1.3181044040493362E-002, 5.1166009966436832E-003, 1.8760770000062621E-001, 9.7540454999716530E-002
 4.3970033999971747E-001, 4.1587846899983560E-001, 1.8477249500006110E-001, 1.6525109000212979E-002, 3.2526364799991825E-001, 9.4773249001036675E-002, 1.3530245044648836E-002, 5.3193839953564748E-003, 1.8690119100097036E-001, 9.7586961000160954E-002
 4.4000455499917734E-001, 4.1689159199995629E-001, 1.8460022699969159E-001, 1.6531155999928160E-002, 3.2537013500063949E-001, 9.6070289999943270E-002, 1.3480059004905343E-002, 5.2447349917201791E-003, 1.8922990800274420E-001, 9.7953675000553631E-002
 4.3713862200047515E-001, 4.1374763199996778E-001, 1.8251988599990909E-001, 1.6771281999808707E-002, 3.2460009000010359E-001, 9.5591185000330370E-002, 1.3367230008270781E-002, 5.2241699854675971E-003, 1.8931471899918506E-001, 9.7363879000113229E-002
 4.3971575299929100E-001, 4.1653172799965432E-001, 1.8470508000018526E-001, 1.6374524000639212E-002, 3.2549600700031078E-001, 9.6964039001250057E-002, 1.3528283000823649E-002, 5.2950649906051694E-003, 1.8754323299890530E-001, 9.7283357000605974E-002
 4.3878037699982997E-001, 4.1553552100026536E-001, 1.8402362699998775E-001, 1.6427424999619689E-002, 3.2556858799966903E-001, 9.5217739000190704E-002, 1.3507158010497733E-002, 5.2492040076685953E-003, 1.8747768599905612E-001, 9.7541509000166116E-002
 4.3632953900009852E-001, 4.1343069599997762E-001, 1.8285544799937270E-001, 1.6296771999805060E-002, 3.2395971000028112E-001, 9.4005208999988099E-002, 1.3500545992428670E-002, 5.2673990021503414E-003, 1.8782292200012307E-001, 9.7555144000352811E-002
 4.3956225299984908E-001, 4.1656058399939866E-001, 1.8451582999955463E-001, 1.6062570999793024E-002, 3.2549311000002490E-001, 9.4205048000731040E-002, 1.3587907975988855E-002, 5.2880730229389883E-003, 1.8891337000354724E-001, 9.7346129999777986E-002
 4.3732965000003787E-001, 4.1399942900034148E-001, 1.8293776000041362E-001, 1.6446387999621948E-002, 3.2511229299961997E-001, 9.5249059999559904E-002, 1.3574816987102167E-002, 5.3833970018786204E-003, 1.8937420099859992E-001, 9.7180966999758311E-002
