parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 6.3107956240000931E+000, 6.2680985130000408E+000, 3.7737873399964883E-001, 0.0000000000000000E+000, 6.0095378450002954E+000, 1.4053818030006369E+000, 2.2300190760388432E+000, 8.7326272099403468E-001, 4.6044681510013561E+000
 6.0094457059994966E+000, 5.9660858170000211E+000, 3.7644106700008706E-001, 0.0000000000000000E+000, 5.7089176859999498E+000, 1.3658285959995737E+000, 2.1511105640274764E+000, 8.3795952896161907E-001, 4.3435519599984218E+000
 6.0132016459999704E+000, 5.9694283699998323E+000, 3.7615851000009570E-001, 0.0000000000000000E+000, 5.7124458350001532E+000, 1.3669402829987121E+000, 2.1521089969505738E+000, 8.3716152498641350E-001, 4.3460570500005815E+000
 6.0132535309999184E+000, 5.9709513479995167E+000, 3.7644246300010309E-001, 0.0000000000000000E+000, 5.7129931620002026E+000, 1.3668747659976361E+000, 2.1503498839754229E+000, 8.3817501702196751E-001, 4.3464509400025690E+000
 6.0102752919999602E+000, 5.9673582220002572E+000, 3.7451358699945558E-001, 0.0000000000000000E+000, 5.7109601269996801E+000, 1.3664324979999947E+000, 2.1542783980692093E+000, 8.3839292099673912E-001, 4.3451386440008264E+000
 6.0168997219998346E+000, 5.9735111560000860E+000, 3.8001290999977755E-001, 0.0000000000000000E+000, 5.7124969440001223E+000, 1.3663087319987426E+000, 2.1536150099743736E+000, 8.3919417497600080E-001, 4.3464904000022671E+000
 6.0086374590000560E+000, 5.9650643420000051E+000, 3.7577697700044155E-001, 0.0000000000000000E+000, 5.7077829559998463E+000, 1.3653158399997665E+000, 2.1526221089604860E+000, 8.3984694002538163E-001, 4.3429103650000798E+000
 6.0072042890001285E+000, 5.9640416310001001E+000, 3.7613595699986035E-001, 0.0000000000000000E+000, 5.7061941989998104E+000, 1.3652288630003113E+000, 2.1568994209192169E+000, 8.4062239192644483E-001, 4.3414195429975280E+000
 6.0106497879999097E+000, 5.9673933330002455E+000, 3.7542206000034639E-001, 0.0000000000000000E+000, 5.7106275119997463E+000, 1.3666799300001458E+000, 2.1508671309793499E+000, 8.3862573396436346E-001, 4.3442355330021201E+000
 6.0122227110000495E+000, 5.9694481139999880E+000, 3.7870453499976975E-001, 0.0000000000000000E+000, 5.7089832199999364E+000, 1.3658033760013950E+000, 2.1564697830003752E+000, 8.3947472495833608E-001, 4.3434882299982291E+000
