parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 1.3861568500033172E-001, 1.3041386200075067E-001, 6.4483141000437172E-002, 6.5218300001106400E-003, 7.8589827000541845E-002, 2.2016333001374733E-002, 3.1451239992748015E-003, 1.2843240001529921E-003, 4.7402351998471204E-002, 1.6350230000170995E-002
 1.3850969800023449E-001, 1.3073624600019684E-001, 6.4577820000067732E-002, 6.4694520001467026E-003, 7.8433237999888661E-002, 2.1095083000545856E-002, 3.1506630041349126E-003, 1.2777229999301198E-003, 4.6683394001775014E-002, 1.6436486999737099E-002
 1.3773303900029532E-001, 1.2941603499962184E-001, 6.4716877999899225E-002, 6.4583290004520677E-003, 7.7740511000229162E-002, 2.0685733998561773E-002, 3.0696160013121698E-003, 1.2633600010758528E-003, 4.6585971999320464E-002, 1.6450965000558426E-002
 1.3788990799980638E-001, 1.2979525799983094E-001, 6.4259089999495700E-002, 6.4075300001604774E-003, 7.8179180999768505E-002, 2.0684249000396449E-002, 3.2003180122046615E-003, 1.3040000003456953E-003, 4.6698007998656976E-002, 1.6101247999358748E-002
 1.3742119799985630E-001, 1.2907677000043805E-001, 6.4233973000000333E-002, 6.2552930000947526E-003, 7.7499961999819789E-002, 2.0453210999448856E-002, 3.1633739761218749E-003, 1.2931450066844263E-003, 4.7237165996193653E-002, 1.6440212000134125E-002
 1.4017694399990432E-001, 1.3209987399977763E-001, 6.6598236000118050E-002, 6.4536860002135654E-003, 7.8397336000307405E-002, 2.0245469000656158E-002, 3.1923379970066890E-003, 1.3190360025419068E-003, 4.7246277997601283E-002, 1.6372873000136678E-002
 1.3737264900009905E-001, 1.2949826199997005E-001, 6.4338442999996914E-002, 6.4345750001848501E-003, 7.7138404999686827E-002, 1.9189981999488737E-002, 3.1890100142391020E-003, 1.3037109961260285E-003, 4.7105244998419948E-002, 1.6478830000096423E-002
 1.3862144800032183E-001, 1.3039484499972787E-001, 6.4661018999686348E-002, 6.6698289995201776E-003, 7.8676373999769567E-002, 2.0867047000592720E-002, 3.1801990053281770E-003, 1.2961829784217116E-003, 4.7596036999948410E-002, 1.6316838000193457E-002
 1.3797877599949970E-001, 1.2977123199971174E-001, 6.4590367000164406E-002, 6.5550180001991976E-003, 7.8036949999841454E-002, 2.0693667000386995E-002, 3.1772860072578624E-003, 1.2973020191111573E-003, 4.7054177999143576E-002, 1.6326008999840269E-002
 1.3717821799946250E-001, 1.2904347500034419E-001, 6.4597688000048947E-002, 6.5522160002728924E-003, 7.7321415000142224E-002, 2.0800966000251719E-002, 3.1349940020390932E-003, 1.2913699968066794E-003, 4.6548992998168615E-002, 1.6319570999712596E-002
