parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 1.0775698799943711E-001, 1.0324245800006793E-001, 4.3004338999935499E-002, 7.2706280000147672E-003, 7.1824422999952731E-002, 2.3495248001154323E-002, 2.5684979966626997E-003, 1.0471789896655537E-003, 4.2313682999065350E-002, 1.5194317999885243E-002
 1.0810293999929854E-001, 1.0349861400027294E-001, 4.2685969000331170E-002, 7.2354639994500758E-003, 7.2236744999827351E-002, 2.3729373999458403E-002, 2.5505819990030432E-003, 1.0402260143109743E-003, 4.1950875998736592E-002, 1.5225775000089925E-002
 1.0822592599970449E-001, 1.0397778099991228E-001, 4.2763462000721120E-002, 7.3285469995880703E-003, 7.2261331000390783E-002, 2.4137102999247873E-002, 2.5595519948637957E-003, 1.0423589940273814E-003, 4.2182153001476763E-002, 1.5174990000332400E-002
 1.0949471100002484E-001, 1.0443742199981898E-001, 4.4252090000327371E-002, 7.6361450005606457E-003, 7.1441754000034052E-002, 2.3330727999564260E-002, 2.5593940038106666E-003, 1.0463010080457025E-003, 4.2256011997551468E-002, 1.5232201000117129E-002
 1.0850048199995399E-001, 1.0378560800018022E-001, 4.3085116000156631E-002, 7.4424389997602702E-003, 7.2409508000191636E-002, 2.3469997999200132E-002, 2.6029969776573125E-003, 1.0682070030725299E-003, 4.2830625001897715E-002, 1.5287858000192500E-002
 1.0868194299996503E-001, 1.0413678200006871E-001, 4.2769001999886314E-002, 7.2463330002392468E-003, 7.2508974999891507E-002, 2.3840444000143179E-002, 2.5498140016679827E-003, 1.0333869838632381E-003, 4.2343671997741694E-002, 1.5142099999593484E-002
 1.0850933100027760E-001, 1.0390217899953313E-001, 4.2936843000234148E-002, 7.5638189998699090E-003, 7.2298022000040874E-002, 2.3729103999357903E-002, 2.6024040043921559E-003, 1.0650520002855046E-003, 4.2396009999265516E-002, 1.5190196999583350E-002
 1.0942828500014912E-001, 1.0492140799965455E-001, 4.3770008000137750E-002, 7.3227539996878477E-003, 7.2224932000153785E-002, 2.3864701000093191E-002, 2.5684539998565015E-003, 1.0537100019973877E-003, 4.2455013000108011E-002, 1.5484189999824594E-002
 1.0794087099998251E-001, 1.0350497799981895E-001, 4.3364789999714048E-002, 7.3925920003148349E-003, 7.1816320999914751E-002, 2.3042283000904717E-002, 2.5342050169001595E-003, 1.0280909957600670E-003, 4.2690013999845178E-002, 1.5271203999645877E-002
 1.1023805299987544E-001, 1.0576242100000854E-001, 4.4709187000307793E-002, 7.5203000001238252E-003, 7.2547224999652826E-002, 2.4029855999970096E-002, 2.6081909873028053E-003, 1.0571820057521109E-003, 4.3056293002564416E-002, 1.5535025999724894E-002
