parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 1.1534136570999863E+001, 1.1037511051999900E+001, 2.5208073089997924E+000, 0.0000000000000000E+000, 1.0262929622000229E+001, 2.1038372560012704E+000, 4.5517459850002524E+000, 1.8115774310088000E+000, 8.1591049429969189E+000
 1.1565416994000543E+001, 1.1068535359000180E+001, 2.5735338610004419E+000, 0.0000000000000000E+000, 1.0235375832000045E+001, 2.0913277150004888E+000, 4.5460692509423097E+000, 1.8108819489955295E+000, 8.1440452099980121E+000
 1.1481667090999963E+001, 1.0987752315999842E+001, 2.4731795410000359E+000, 0.0000000000000000E+000, 1.0243747735000170E+001, 2.0964474680008607E+000, 4.5465846369609153E+000, 1.8094945380689751E+000, 8.1473352819987213E+000
 1.1448760061000485E+001, 1.0951758077000022E+001, 2.4360874510000485E+000, 0.0000000000000000E+000, 1.0249392059000229E+001, 2.0963368110001284E+000, 4.5616409819554065E+000, 1.8127627600451888E+000, 8.1530138620028083E+000
 1.1485013866000372E+001, 1.0989133569999922E+001, 2.4851184840001679E+000, 0.0000000000000000E+000, 1.0238012722000576E+001, 2.0970318110005337E+000, 4.5528534169804971E+000, 1.8055224100189662E+000, 8.1410015180015307E+000
 1.1479684871000018E+001, 1.0978019881999899E+001, 2.4603997399997297E+000, 0.0000000000000000E+000, 1.0256152017999511E+001, 2.0951398330000757E+000, 4.5707873929750349E+000, 1.8127224830320756E+000, 8.1609673540031054E+000
 1.1537640620998900E+001, 1.1044121013999757E+001, 2.5171964480000497E+000, 0.0000000000000000E+000, 1.0255402338999829E+001, 2.0955772759998581E+000, 4.5622631661485684E+000, 1.8174076780833275E+000, 8.1598302020015581E+000
 1.1437372249999953E+001, 1.0943095702000392E+001, 2.4422760060006112E+000, 0.0000000000000000E+000, 1.0232311900999775E+001, 2.0974206049991153E+000, 4.5664146011245066E+000, 1.8011160859882693E+000, 8.1348916069982806E+000
 1.1491732223000781E+001, 1.1001194074999603E+001, 2.5015255619996424E+000, 0.0000000000000000E+000, 1.0233771992999664E+001, 2.0956941390008978E+000, 4.5631227840344764E+000, 1.8105608901132655E+000, 8.1380738460034081E+000
 1.1441732703000525E+001, 1.0944368978000512E+001, 2.4416664750010568E+000, 0.0000000000000000E+000, 1.0233279391998622E+001, 2.0925176979999378E+000, 4.5476938089591386E+000, 1.8070356810244448E+000, 8.1408427019955525E+000
