parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
10,10,10,1,10,114,196356,75803,362
10,10,10,1,10,114,196356,75801,362
10,10,10,1,10,114,196356,75802,362
10,10,10,1,10,114,196356,75805,362
10,10,10,1,10,114,196356,75798,362
10,10,10,1,10,114,196356,75804,362
10,10,10,1,10,114,196356,75802,362
10,10,10,1,10,114,196356,75798,362
10,10,10,1,10,114,196356,75805,362
10,10,10,1,10,114,196356,75805,362
