parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 1.8028445910001665E+000, 1.7110414950000177E+000, 5.4374068699985401E-001, 1.1435136000045532E-002, 1.2960612859994853E+000, 2.8198903699876610E-001, 5.6320098497872095E-001, 2.3198959899445981E-001, 9.0733528200053115E-001
 1.8100477890004640E+000, 1.7157043190002241E+000, 5.4695353100032662E-001, 1.1608619000526232E-002, 1.2983877120000216E+000, 2.8234461800184363E-001, 5.6267233199332622E-001, 2.3171626001408185E-001, 9.0976027799752046E-001
 1.8047314049999841E+000, 1.7121111449998807E+000, 5.4366588699986096E-001, 1.1728215000175624E-002, 1.2964318329998150E+000, 2.8184545900103330E-001, 5.6242339399659613E-001, 2.3193882999771631E-001, 9.0801675999750842E-001
 1.8075994499999979E+000, 1.7107032489993799E+000, 5.4366412900026262E-001, 1.1405517999492076E-002, 1.2960820080004396E+000, 2.8138487899855136E-001, 5.6301833101247212E-001, 2.3145523599782791E-001, 9.0775272399991991E-001
 1.8110955509998803E+000, 1.7149593229996754E+000, 5.4946825799993348E-001, 1.1335984000425015E-002, 1.3010945230005291E+000, 2.8187446999891108E-001, 5.6242285294661087E-001, 2.3158137900713882E-001, 9.1278303599870014E-001
 1.8083766329996251E+000, 1.7128076399999372E+000, 5.4497199000047658E-001, 1.1783372000309100E-002, 1.2958753150001030E+000, 2.8198219399928348E-001, 5.6491487994003364E-001, 2.3209071897554168E-001, 9.0825936100054605E-001
 1.8062791419997666E+000, 1.7112835860007181E+000, 5.4476527000042552E-001, 1.1423716000081185E-002, 1.2953102649998982E+000, 2.8180500799976471E-001, 5.6274657198446221E-001, 2.3215568398040887E-001, 9.0828476099773070E-001
 1.8048180600005708E+000, 1.7118515110000772E+000, 5.4495980100023189E-001, 1.1204769999949349E-002, 1.2956258389999675E+000, 2.8184022099890171E-001, 5.6161487100621343E-001, 2.3166083301020990E-001, 9.0639193399942997E-001
 1.8056701539999267E+000, 1.7139238099998693E+000, 5.4576782300000559E-001, 1.1350252000056571E-002, 1.2965583749999041E+000, 2.8218076399957681E-001, 5.6424200697642846E-001, 2.3142351902288283E-001, 9.0792069300232470E-001
 1.8244991790004406E+000, 1.7294193499999437E+000, 5.5796573999964494E-001, 1.1490633999983402E-002, 1.3006986499999584E+000, 2.8297194399988257E-001, 5.6306060303404593E-001, 2.3211774798960505E-001, 9.1034406499989018E-001
