parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 3.2823670599964316E-001, 3.2412660300019525E-001, 4.9881459000062023E-002, 0.0000000000000000E+000, 2.9448328000034962E-001, 6.9324923000067429E-002, 1.4129164401128946E-001, 5.8720876008010237E-002, 2.2522651099939139E-001
 3.2017583099991498E-001, 3.1574906700075189E-001, 4.9908662000234472E-002, 0.0000000000000000E+000, 2.8582319500014819E-001, 6.6440287999512293E-002, 1.3465417999168494E-001, 5.5888549990186220E-002, 2.1944454800086532E-001
 3.2059193800000685E-001, 3.1632122300015908E-001, 5.1027341000235538E-002, 0.0000000000000000E+000, 2.8576641300037409E-001, 6.6395791999866560E-002, 1.3437900501844524E-001, 5.5733976000510665E-002, 2.1942421300082060E-001
 3.2187983100016027E-001, 3.1781617599995116E-001, 5.1771260000123220E-002, 0.0000000000000000E+000, 2.8614617799962616E-001, 6.6252255001018057E-002, 1.3447349400894382E-001, 5.6034947003581692E-002, 2.2007639500088771E-001
 3.2024787000000288E-001, 3.1589964099998724E-001, 5.0273772999844368E-002, 0.0000000000000000E+000, 2.8594851900106733E-001, 6.6352650999760954E-002, 1.3501120301066294E-001, 5.5981267012612079E-002, 2.1962270399990302E-001
 3.2044541299978846E-001, 3.1626427000014701E-001, 5.0499798000373630E-002, 0.0000000000000000E+000, 2.8597455499971147E-001, 6.6725207000445153E-002, 1.3419703000181471E-001, 5.6233067995890451E-002, 2.1930335800038847E-001
 3.2007676200055357E-001, 3.1596203400044942E-001, 4.9828530999775467E-002, 0.0000000000000000E+000, 2.8623570999980075E-001, 6.6311941999629198E-002, 1.3437149200240128E-001, 5.6154607982307425E-002, 2.1997713799783014E-001
 3.2058515399990029E-001, 3.1624856300004467E-001, 5.0581230000034338E-002, 0.0000000000000000E+000, 2.8589600600025733E-001, 6.6339671001969691E-002, 1.3418109797544275E-001, 5.5918349992225558E-002, 2.1960740600093231E-001
 3.2077131700043537E-001, 3.1653464599980907E-001, 5.0690471000052639E-002, 0.0000000000000000E+000, 2.8626237000048604E-001, 6.6456725000989536E-002, 1.3475481099590070E-001, 5.5940248998467723E-002, 2.1984074399938436E-001
 3.2050284099955206E-001, 3.1628461799959950E-001, 5.0605236999899716E-002, 0.0000000000000000E+000, 2.8589718800026276E-001, 6.6677856001660984E-002, 1.3445209900419286E-001, 5.5856702010032677E-002, 2.1924333899960402E-001
