parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 1.8500177920000169E+000, 1.7307182060005744E+000, 7.7416942099966946E-001, 0.0000000000000000E+000, 1.5288892749999832E+000, 7.6289601799976481E-001, 8.1846649029330365E-002, 3.1245982993823418E-002, 9.8755783900105598E-001, 4.9316026400015289E-001
 1.8730349839993323E+000, 1.7538566199998513E+000, 7.9112329300028250E-001, 0.0000000000000000E+000, 1.5364037510000799E+000, 7.6845094499958577E-001, 8.1806320019950363E-002, 3.1459002981819140E-002, 9.9040337400037970E-001, 4.9257351000005656E-001
 1.8542721359999632E+000, 1.7330323829996814E+000, 7.6578840500019396E-001, 0.0000000000000000E+000, 1.5405348690001119E+000, 7.7256008300128087E-001, 8.1457200027671206E-002, 3.1011922010065973E-002, 9.9122403500018663E-001, 4.9288946599972405E-001
 1.8571834219997072E+000, 1.7373952489999738E+000, 7.7622321200033184E-001, 0.0000000000000000E+000, 1.5347741420000602E+000, 7.6671895099912035E-001, 8.1333263973647263E-002, 3.1202159017311715E-002, 9.9017380000032063E-001, 4.9431969400052367E-001
 1.8530421030002344E+000, 1.7318301209998026E+000, 7.7131159299960927E-001, 0.0000000000000000E+000, 1.5308862629997293E+000, 7.6000987900033579E-001, 8.1322880052994151E-002, 3.1147749016326998E-002, 9.9676780400045573E-001, 4.9340697499951602E-001
 1.8557750980007768E+000, 1.7358499039996786E+000, 7.8062100600004669E-001, 0.0000000000000000E+000, 1.5294039560001238E+000, 7.6143085299850100E-001, 8.1332614073517107E-002, 3.1061347011700491E-002, 9.8728400300046815E-001, 4.9300365500016596E-001
 1.8821927210003651E+000, 1.7603293009997287E+000, 7.9366943100058052E-001, 0.0000000000000000E+000, 1.5423115459998371E+000, 7.7637420499786458E-001, 8.1192059014711049E-002, 3.1221376009625601E-002, 9.9122699800091141E-001, 4.9490339499993752E-001
 1.8607038170000578E+000, 1.7400676860002022E+000, 7.8291746899935788E-001, 0.0000000000000000E+000, 1.5293566379998538E+000, 7.6150388800010660E-001, 8.1546625922328531E-002, 3.1367720907383045E-002, 9.8845720200233700E-001, 4.9268901900018136E-001
 1.8459476699999868E+000, 1.7241410450001240E+000, 7.6904966600022817E-001, 0.0000000000000000E+000, 1.5275168920002216E+000, 7.5886479399673590E-001, 8.1569165973860436E-002, 3.1220603013707660E-002, 9.8899829100378156E-001, 4.9149713000019801E-001
 1.8620030030001544E+000, 1.7430213759996604E+000, 7.8597942800047349E-001, 0.0000000000000000E+000, 1.5285596809999333E+000, 7.5873063600056412E-001, 8.1880407051357906E-002, 3.1199917011917933E-002, 9.8829388300009668E-001, 4.9314458699973329E-001
