parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 1.4251806369998121E+000, 1.2268178499998612E+000, 7.8163159700011420E-001, 0.0000000000000000E+000, 8.8056419600002300E-001, 1.1698429000080068E-001, 1.9221297961394157E-002, 4.4082999013880908E-002, 7.6365932700105077E-001
 1.4194364320001114E+000, 1.2217458069999338E+000, 7.8461189799986641E-001, 0.0000000000000000E+000, 8.7094753699989269E-001, 1.1667378000083772E-001, 1.9190940030057391E-002, 4.4243427010542291E-002, 7.5441657300166298E-001
 1.4668146509998223E+000, 1.2680589189999409E+000, 8.2320521900010135E-001, 0.0000000000000000E+000, 8.8113905100044576E-001, 1.1789637800029595E-001, 1.9098822984233266E-002, 4.4186065028952726E-002, 7.6337912299891286E-001
 1.4172238510006991E+000, 1.2186661450000429E+000, 7.7073780499972600E-001, 0.0000000000000000E+000, 8.8168593999989753E-001, 1.2109635399906438E-001, 1.9173935921344309E-002, 4.4080864009401921E-002, 7.6078546999792707E-001
 1.4046807879997232E+000, 1.2066594440000245E+000, 7.6969682200024181E-001, 0.0000000000000000E+000, 8.7107204399922011E-001, 1.1617210299982617E-001, 1.9110722033701677E-002, 4.3926202978809670E-002, 7.5503579499968509E-001
 1.4511011719994258E+000, 1.2528886629995668E+000, 8.2748572600007719E-001, 0.0000000000000000E+000, 8.7490103699997235E-001, 1.1624266000012540E-001, 1.9119688027330994E-002, 4.4183471033193200E-002, 7.5880971499918815E-001
 1.4092963780003629E+000, 1.2100696489997063E+000, 7.7153322800018032E-001, 0.0000000000000000E+000, 8.7237682699924335E-001, 1.1619532599979721E-001, 1.9177651990730737E-002, 4.4226577014569557E-002, 7.5632492799945794E-001
 1.4587735839995730E+000, 1.2587449699999524E+000, 8.1554332600012458E-001, 0.0000000000000000E+000, 8.7849595399961800E-001, 1.1693175499908648E-001, 1.9588446991974706E-002, 4.4165018005514867E-002, 7.6173056300103781E-001
 1.4538021719999961E+000, 1.2553495159997965E+000, 8.1174399299993638E-001, 0.0000000000000000E+000, 8.7773765699989781E-001, 1.1833931400155961E-001, 2.0956610978601020E-002, 4.4225033958809945E-002, 7.5951521900083208E-001
 1.4072907859999759E+000, 1.2069509430000380E+000, 7.7116477999948074E-001, 0.0000000000000000E+000, 8.6924425099982727E-001, 1.1631275999957325E-001, 1.9137436978098776E-002, 4.4096982973769627E-002, 7.5309086500192279E-001
