parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 6.4756154700012303E-001, 6.0249629799977811E-001, 3.0066417000011825E-001, 0.0000000000000000E+000, 5.1859265500024776E-001, 1.1877597100124149E-001, 2.2703689988702536E-002, 8.6829590054549044E-003, 3.3417144999771153E-001, 2.0963642000015170E-001
 6.4581218399985119E-001, 6.0056895999991866E-001, 2.9930875300010484E-001, 0.0000000000000000E+000, 5.1877837900019586E-001, 1.1749199000087174E-001, 2.2706940024363576E-002, 8.6783940248551517E-003, 3.3625217200142288E-001, 2.1006325600001219E-001
 6.4543485600029271E-001, 6.0170846500000152E-001, 3.0043999999998050E-001, 0.0000000000000000E+000, 5.1803127000039240E-001, 1.1760388699826763E-001, 2.2532311984832631E-002, 8.6074089879275562E-003, 3.3570145799990314E-001, 2.0967534900000828E-001
 6.4538458000038190E-001, 5.9967628500044157E-001, 2.9877240500036351E-001, 0.0000000000000000E+000, 5.1804137899989655E-001, 1.1717654300127833E-001, 2.2763124996117767E-002, 8.6495380205633410E-003, 3.3436019099917758E-001, 2.1011398700034079E-001
 6.4466869500029134E-001, 5.9947168899975622E-001, 2.9943819100026303E-001, 0.0000000000000000E+000, 5.1620852300015940E-001, 1.1671167299914487E-001, 2.2377329014261704E-002, 8.5422879999441648E-003, 3.3475506100080565E-001, 2.0992326799978400E-001
 6.4636018800024431E-001, 6.0164689399971394E-001, 3.0139899499999956E-001, 0.0000000000000000E+000, 5.1742685899989738E-001, 1.1607172500157503E-001, 2.3091979995342626E-002, 8.7953939864746644E-003, 3.3522716099719219E-001, 2.1035890800021662E-001
 6.4751677899971583E-001, 6.0283365699979186E-001, 3.0098134400009258E-001, 0.0000000000000000E+000, 5.1779208900029516E-001, 1.1790950700060421E-001, 2.2539851049486970E-002, 8.7106640398815216E-003, 3.3492595500365496E-001, 2.0949565399996573E-001
 6.4843400100016879E-001, 6.0276662800060876E-001, 3.0084939800030952E-001, 0.0000000000000000E+000, 5.1820580599951427E-001, 1.1706251700002213E-001, 2.2517024985518219E-002, 8.6160189944166632E-003, 3.3410978499864541E-001, 2.0937285900026836E-001
 6.4522326200039970E-001, 6.0094456199999513E-001, 2.9915559800042502E-001, 0.0000000000000000E+000, 5.1740780100021766E-001, 1.1672109000028286E-001, 2.2856299986187878E-002, 8.6906689971328888E-003, 3.3333009100238087E-001, 2.0957253799997488E-001
 6.4669183700016220E-001, 6.0217010699989260E-001, 3.0098385399969629E-001, 0.0000000000000000E+000, 5.1782672399986041E-001, 1.1768053399919154E-001, 2.2626335987069979E-002, 8.6857109599804971E-003, 3.3448428199835689E-001, 2.0964146999995137E-001
