parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 4.3528153200031738E-001, 4.1175438899995243E-001, 1.7849726200006444E-001, 0.0000000000000000E+000, 3.5266735600043830E-001, 1.3251182699968922E-001, 1.3644897020640201E-002, 5.3630610193522443E-003, 2.4396424699989439E-001, 1.2437760599959802E-001
 4.3816580300040187E-001, 4.1494248499952846E-001, 1.8024448400024085E-001, 0.0000000000000000E+000, 3.5428067900033966E-001, 1.3241255899924909E-001, 1.3849824997805626E-002, 5.4338890065537271E-003, 2.4326369899722522E-001, 1.2420074999977260E-001
 4.3758412600004704E-001, 4.1493601799993485E-001, 1.8043469200006257E-001, 0.0000000000000000E+000, 3.5406758899989654E-001, 1.3249891000123171E-001, 1.3803244974724294E-002, 5.3200439931515575E-003, 2.4266593600464148E-001, 1.2424183299981451E-001
 4.3792019200009236E-001, 4.1500105000000076E-001, 1.7948350200026653E-001, 0.0000000000000000E+000, 3.5492175299987139E-001, 1.3347486200132153E-001, 1.3689825001620193E-002, 5.3165829817771737E-003, 2.4221686600253634E-001, 1.2417111799936720E-001
 4.4297348999953101E-001, 4.1996891900043920E-001, 1.8520751899973220E-001, 0.0000000000000000E+000, 3.5411702699980196E-001, 1.3274545699869122E-001, 1.3685108995332484E-002, 5.2935520120627189E-003, 2.4316768599942407E-001, 1.2452531100052511E-001
 4.3885242700025628E-001, 4.1570347499987292E-001, 1.8226231800008463E-001, 0.0000000000000000E+000, 3.5368681899990406E-001, 1.3208993699959137E-001, 1.3791423004931858E-002, 5.2777909779706533E-003, 2.4302271700116762E-001, 1.2440357099967514E-001
 4.3611144299916305E-001, 4.1342722099989260E-001, 1.7999005799993029E-001, 0.0000000000000000E+000, 3.5296842299999298E-001, 1.3235958999962349E-001, 1.3527877032174729E-002, 5.2716770087499754E-003, 2.4190286599946376E-001, 1.2416398500022297E-001
 4.3829403199993067E-001, 4.1511344599985023E-001, 1.7976779399987208E-001, 0.0000000000000000E+000, 3.5481151699991642E-001, 1.3268527100035499E-001, 1.3816401958820279E-002, 5.3156170120018942E-003, 2.4315302000036354E-001, 1.2390630699951544E-001
 4.3596806000027755E-001, 4.1290503799973521E-001, 1.7890113199928237E-001, 0.0000000000000000E+000, 3.5342164000030607E-001, 1.3281410900049195E-001, 1.3751813044336814E-002, 5.5194460276197788E-003, 2.4194299899977523E-001, 1.2412311299976864E-001
 4.3720443800043540E-001, 4.1398792699988007E-001, 1.7964752099987891E-001, 0.0000000000000000E+000, 3.5433231499973772E-001, 1.3281186599897410E-001, 1.3794870015772176E-002, 5.3389750148653548E-003, 2.4358329799792955E-001, 1.2423405899994577E-001
