parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
100,100,100,100,100,440,48500,23682,1520
100,100,100,100,100,440,48500,23680,1520
100,100,100,100,100,440,48500,23682,1520
100,100,100,100,100,440,48500,23683,1520
100,100,100,100,100,440,48500,23685,1520
