parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
100,100,100,1,100,440,83790,40906,1520
100,100,100,1,100,440,83790,40894,1520
100,100,100,1,100,440,83790,40949,1520
100,100,100,1,100,440,83790,40930,1520
100,100,100,1,100,440,83790,40880,1520
