parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 1.2196461383999999E+001, 1.0528466988000003E+001, 8.9424655239999957E+000, 0.0000000000000000E+000, 1.7332073280000024E+000, 3.1197201999997759E-002, 2.3020424000099737E-002, 9.7815899999833533E-003, 2.6312650000000204E-001, 2.4441101599999726E-001
 1.2277545923999996E+001, 1.0579670729000002E+001, 8.9432551870000001E+000, 0.0000000000000000E+000, 1.7775972909999975E+000, 5.3649498999998713E-002, 2.3302983999933247E-002, 9.5048689999703839E-003, 3.2485062600000703E-001, 2.5853797399999756E-001
 1.2237123373999998E+001, 1.0546884716999999E+001, 8.9513538080000039E+000, 0.0000000000000000E+000, 1.7836098929999995E+000, 6.2790378000002534E-002, 2.2479380999923748E-002, 9.4251509999487837E-003, 3.3232876899999830E-001, 2.6775218800000111E-001
 1.2400260888000000E+001, 1.0742553369000007E+001, 8.9459322300000004E+000, 0.0000000000000000E+000, 1.9161270879999996E+000, 1.9400881499999656E-001, 2.2993476999927154E-002, 9.6719210000610900E-003, 4.4909601800000765E-001, 2.4918291799999892E-001
 1.2328765083000004E+001, 1.0638754927999996E+001, 8.9644284150000004E+000, 0.0000000000000000E+000, 1.8429706470000031E+000, 8.6220109000004541E-002, 2.3056126000067678E-002, 9.5084300002525879E-003, 3.2665628399999491E-001, 2.3113932300000073E-001
 1.2238196881000002E+001, 1.0540080003000005E+001, 8.9012172659999997E+000, 0.0000000000000000E+000, 1.7729829400000003E+000, 6.4995905999996495E-002, 2.2782855999887275E-002, 9.6138049998675257E-003, 3.1561427700000699E-001, 2.4946508199999862E-001
 1.2298040787000005E+001, 1.0590002731999997E+001, 9.0068564879999951E+000, 0.0000000000000000E+000, 1.8069333800000003E+000, 6.5918254000003174E-002, 2.3180423999811239E-002, 9.6460129999087485E-003, 3.3900226000000622E-001, 2.9960683300000035E-001
 1.2283632719000003E+001, 1.0590099950999996E+001, 8.9128153109999992E+000, 0.0000000000000000E+000, 1.8132610109999998E+000, 7.6831746000003420E-002, 2.3270158000199714E-002, 9.4983580000622680E-003, 3.3387228499998045E-001, 2.6166769699999826E-001
 1.2257183515999996E+001, 1.0566528418999999E+001, 8.8900240750000012E+000, 0.0000000000000000E+000, 1.7836276660000010E+000, 6.3960271000000901E-002, 2.3522363999695983E-002, 9.6601480001634599E-003, 2.9514215099999319E-001, 2.3357696000000061E-001
 1.2292207016000003E+001, 1.0585125395000006E+001, 8.9164827080000002E+000, 0.0000000000000000E+000, 1.8032121829999959E+000, 7.9769947999995594E-002, 2.2979678999929476E-002, 9.4745600001377994E-003, 3.0806001499999702E-001, 2.4650129600000170E-001
