parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 1.2507210289999999E+000, 1.0471149140000002E+000, 7.3279922099999961E-001, 0.0000000000000000E+000, 3.3881317000000011E-001, 2.0807901900000059E-001, 4.7845869999780799E-003, 2.2622240000029770E-003, 1.3042497100000028E-001, 6.0688358000000164E-002
 1.3463735230000000E+000, 1.1281475919999990E+000, 7.7868572200000008E-001, 0.0000000000000000E+000, 3.9129558699999989E-001, 2.6038958500000087E-001, 5.1230020000030407E-003, 2.2269509999925940E-003, 1.5675529300000091E-001, 7.3018631000000056E-002
 1.3164357659999995E+000, 1.0773255130000001E+000, 7.8109017599999975E-001, 0.0000000000000000E+000, 4.1975784100000002E-001, 2.8703499599999960E-001, 5.4091119999901682E-003, 2.4892089999852818E-003, 2.4001694599999879E-001, 1.7076482199999976E-001
 1.4477393070000000E+000, 1.2614957700000000E+000, 8.5957491099999972E-001, 0.0000000000000000E+000, 4.4000167399999990E-001, 3.1150889300000006E-001, 5.4067059999989286E-003, 2.2273859999928369E-003, 1.6535841799999940E-001, 6.3652751999999646E-002
 1.3532499429999996E+000, 1.1226279549999998E+000, 7.7139903699999990E-001, 0.0000000000000000E+000, 3.8135016399999966E-001, 2.3191627700000006E-001, 5.3137919999994843E-003, 2.1958450000063578E-003, 1.2116303899999936E-001, 6.4290206999999766E-002
 1.3093931590000005E+000, 1.0840496579999996E+000, 7.7978997899999958E-001, 0.0000000000000000E+000, 3.3729031199999993E-001, 2.0689763399999950E-001, 4.9771849999997730E-003, 2.1971629999926190E-003, 1.1859682500000024E-001, 5.0907105999999924E-002
 1.3738489260000000E+000, 1.1525559090000004E+000, 7.5960975699999977E-001, 0.0000000000000000E+000, 4.1341655900000007E-001, 2.7991097499999906E-001, 5.4524740000165828E-003, 2.1624970000129196E-003, 1.1864394400000022E-001, 4.7514444000000378E-002
 1.3627786619999998E+000, 1.1286764020000004E+000, 7.9590675799999966E-001, 0.0000000000000000E+000, 3.7143560099999995E-001, 2.4359393699999976E-001, 4.7532110000101380E-003, 2.1861109999934403E-003, 1.4125799299999686E-001, 6.5775061999999940E-002
 1.4282298510000002E+000, 1.1966175419999998E+000, 9.0059297799999971E-001, 0.0000000000000000E+000, 4.7921532199999972E-001, 3.3338196600000125E-001, 6.3939030000041974E-003, 3.0051029999984546E-003, 2.5211120399999776E-001, 2.2147322400000014E-001
 1.2916491040000000E+000, 1.0719974229999998E+000, 7.7613138899999967E-001, 0.0000000000000000E+000, 3.2162965999999993E-001, 1.8761560199999949E-001, 4.7923050000071576E-003, 2.1865089999986154E-003, 1.3089795199999887E-001, 4.6915087000000133E-002
