parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 4.5701455829999986E+000, 3.7688376800000469E+000, 3.2213914430001296E+000, 0.0000000000000000E+000, 6.5249288900031388E-001, 1.1026815200011697E-001, 2.2610270997574844E-002, 1.0363745993799967E-002, 2.1234932199877221E-001, 1.4342448300010346E-001
 4.7652762640002493E+000, 3.9430357559998583E+000, 3.4139507470000581E+000, 0.0000000000000000E+000, 7.9510290499990788E-001, 7.2932879999598299E-002, 2.2499482991861441E-002, 1.0330837010542382E-002, 3.7298098900066634E-001, 3.2076244200015935E-001
 4.5537835109996649E+000, 3.7395263189994239E+000, 3.1988518800003476E+000, 0.0000000000000000E+000, 6.1848525100026563E-001, 9.0802466001150606E-002, 2.2465736958793059E-002, 1.0255522011448193E-002, 2.1100178200026676E-001, 1.2217165100014427E-001
 4.7392287920006311E+000, 3.9333705019996614E+000, 3.4451050810000652E+000, 0.0000000000000000E+000, 7.7038859900017087E-001, 2.3369377399876612E-001, 2.3133572022516091E-002, 1.0228344958704838E-002, 3.6604261799902815E-001, 3.1971986499956984E-001
 4.6969705689998591E+000, 3.8904838079997717E+000, 3.4056222580002213E+000, 0.0000000000000000E+000, 7.6302399100018192E-001, 1.8684374799909165E-001, 2.2385471994084583E-002, 1.0264966970225942E-002, 3.6070384599838690E-001, 3.0642296399969382E-001
 4.7710604000001240E+000, 3.9432225259997722E+000, 3.3236022300004606E+000, 0.0000000000000000E+000, 8.1033057600006941E-001, 2.0181443600017701E-001, 2.2620055002334993E-002, 1.0414856006946138E-002, 3.8663381600099456E-001, 3.1245684999998957E-001
 4.6987209110004642E+000, 3.8986346729998331E+000, 3.3292775560003065E+000, 0.0000000000000000E+000, 7.6803800700008651E-001, 4.5064872000921241E-002, 2.2404472023936250E-002, 1.0295369968389423E-002, 3.6888507999901776E-001, 3.1860702800031504E-001
 4.6541598909993809E+000, 3.8516300550002143E+000, 3.3029769140005101E+000, 0.0000000000000000E+000, 7.1222435399977257E-001, 2.3667305100116209E-001, 2.2374630063723089E-002, 1.0284652039445064E-002, 3.2605289500020262E-001, 2.7324279299955379E-001
 4.5522137429998111E+000, 3.7432826499998555E+000, 3.1323969620002572E+000, 0.0000000000000000E+000, 6.1845756299999266E-001, 9.8864394999054639E-002, 2.2923654021042239E-002, 1.0589437000817270E-002, 1.8836885900122979E-001, 8.3429548999447434E-002
 4.4839464619999490E+000, 3.6879280810001092E+000, 3.2044332870004837E+000, 0.0000000000000000E+000, 5.6735403600009704E-001, 5.4053603000511430E-002, 2.2495112011256424E-002, 1.0283148007147247E-002, 1.7838549099906231E-001, 1.3461784500009344E-001
