parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 3.9217919570000008E+000, 3.4764061410000000E+000, 1.4686749150000002E+000, 0.0000000000000000E+000, 2.0931891270000005E+000, 4.4499124999999751E-002, 1.2561097039999662E+000, 1.7765555199996275E-001, 1.3801404349999986E+000
 3.9479847209999992E+000, 3.5411081419999997E+000, 1.4776829909999991E+000, 0.0000000000000000E+000, 2.1698183609999999E+000, 4.6168143000000939E-002, 1.2911964739999524E+000, 1.7785144200001035E-001, 1.4350384410000006E+000
 4.0072148490000004E+000, 3.5432103170000007E+000, 1.4771455690000002E+000, 0.0000000000000000E+000, 2.1631543489999991E+000, 6.9528787000002978E-002, 1.2703914950000117E+000, 1.8606119599999715E-001, 1.4108993890000034E+000
 3.9698586620000018E+000, 3.5234728909999999E+000, 1.4520823779999992E+000, 0.0000000000000000E+000, 2.1516058320000004E+000, 4.9126237000001183E-002, 1.2645674229999848E+000, 1.7779881700002065E-001, 1.4058892580000002E+000
 4.7890167340000005E+000, 4.2834816980000019E+000, 1.8693519920000004E+000, 0.0000000000000000E+000, 2.9479354329999978E+000, 5.8349340000003025E-002, 1.6993324299998758E+000, 1.7891387099999978E-001, 2.2256933950000066E+000
 3.9520802510000008E+000, 3.4970464339999996E+000, 1.4776630870000007E+000, 0.0000000000000000E+000, 2.1073133420000003E+000, 4.4375789000001831E-002, 1.2663115249999759E+000, 1.7949720399998093E-001, 1.3982531859999963E+000
 3.9721632149999975E+000, 3.5132922819999992E+000, 1.4737256689999993E+000, 0.0000000000000000E+000, 2.1356359090000003E+000, 4.2670997999998406E-002, 1.2682086650000901E+000, 1.7997816800008426E-001, 1.4023082750000047E+000
 3.9706125219999988E+000, 3.5312390399999991E+000, 1.4795851590000000E+000, 0.0000000000000000E+000, 2.1421442960000006E+000, 7.2157218999994832E-002, 1.2621562930000092E+000, 1.9151243599999646E-001, 1.3982513690000085E+000
 3.9587930410000007E+000, 3.5485047829999994E+000, 1.4525342769999989E+000, 0.0000000000000000E+000, 2.1784313140000000E+000, 5.3429792999999393E-002, 1.2592430110000468E+000, 1.7890609699993831E-001, 1.4486696340000078E+000
 4.0196379070000008E+000, 3.6187328440000011E+000, 1.4634989790000024E+000, 0.0000000000000000E+000, 2.2430499309999989E+000, 4.4447144000001160E-002, 1.3784344410000182E+000, 1.7823982200001787E-001, 1.5403637720000019E+000
