parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 1.2962440639000004E+001, 1.1277242647000005E+001, 9.0279726540000063E+000, 0.0000000000000000E+000, 2.4222487249999958E+000, 2.7143621299999587E-001, 1.3887167899994957E-001, 4.8016411499980727E-001, 6.3004452700001679E-001
 1.3023243354000000E+001, 1.1380061979999997E+001, 9.0873619900000051E+000, 0.0000000000000000E+000, 2.5394118299999988E+000, 2.7197624899999795E-001, 1.2009051900002632E-001, 4.7825951200020356E-001, 7.4460195000000340E-001
 1.2950354616999999E+001, 1.1297517692999996E+001, 9.0117581170000047E+000, 0.0000000000000000E+000, 2.4217868670000016E+000, 2.7124441299999447E-001, 1.1959843699987793E-001, 4.7203951200017613E-001, 6.2283797299999222E-001
 1.3033989146999998E+001, 1.1287001457999997E+001, 9.0330208040000031E+000, 0.0000000000000000E+000, 2.5215158040000034E+000, 2.6869910499999783E-001, 1.2292282800022214E-001, 4.7132261799998787E-001, 7.1086991400001054E-001
 1.3172814766000005E+001, 1.1383354840000006E+001, 9.0510660759999997E+000, 0.0000000000000000E+000, 2.4985824100000027E+000, 2.6516224000000932E-001, 1.2123910299998819E-001, 4.7021450700009559E-001, 7.2331768200000646E-001
 1.3003195914000003E+001, 1.1355189962999997E+001, 9.0001325860000012E+000, 0.0000000000000000E+000, 2.5010243430000010E+000, 3.1560768199999778E-001, 1.2626319799984387E-001, 4.6576937700015009E-001, 6.6123519800000885E-001
 1.2905910596999997E+001, 1.1276853839000001E+001, 9.0213744599999988E+000, 0.0000000000000000E+000, 2.4414832999999945E+000, 2.5913826400000772E-001, 1.2327820400015987E-001, 4.8375924599999287E-001, 6.2362895100000060E-001
 1.2903283037000001E+001, 1.1276201166999995E+001, 9.0508952169999990E+000, 0.0000000000000000E+000, 2.3982360099999944E+000, 2.6130847700000537E-001, 1.2194300700005378E-001, 4.7145827899995219E-001, 6.1654276299998934E-001
 1.2981269947999998E+001, 1.1277735868999995E+001, 8.9870752870000015E+000, 0.0000000000000000E+000, 2.4222268619999987E+000, 2.7013898300000250E-001, 1.2126073599995024E-001, 4.7465908400003087E-001, 6.2603702599998634E-001
 1.3105443517000001E+001, 1.1352974647000002E+001, 9.0207135959999984E+000, 0.0000000000000000E+000, 2.4876552299999979E+000, 2.7395191299999944E-001, 1.2226984299991273E-001, 4.8128271500015352E-001, 6.9361167499998011E-001
