parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 1.5000136499999999E+000, 1.3220101699999995E+000, 6.4810060999999997E-001, 0.0000000000000000E+000, 7.0299396700000005E-001, 1.0665452400000097E-001, 4.0959308999980237E-002, 1.5623587199998612E-001, 3.6995148600000127E-001
 1.3640101810000003E+000, 1.2004400479999997E+000, 6.0470438199999998E-001, 0.0000000000000000E+000, 6.1522093900000008E-001, 6.5342562999999299E-002, 3.5873231999979938E-002, 1.4818481599998656E-001, 3.4172030100000006E-001
 1.4362056660000002E+000, 1.2304933449999997E+000, 6.1028069199999990E-001, 0.0000000000000000E+000, 6.4003142099999999E-001, 7.3528358999997989E-002, 3.6300537999994553E-002, 1.4933192200001089E-001, 3.4195144499999919E-001
 1.4987821299999997E+000, 1.2979366889999997E+000, 6.2735015499999980E-001, 0.0000000000000000E+000, 6.8995673799999957E-001, 4.8852145000000347E-002, 3.6083795000021013E-002, 1.4871526099998511E-001, 4.1653449699999667E-001
 1.5264665120000003E+000, 1.3203552139999997E+000, 6.3525952499999994E-001, 0.0000000000000000E+000, 7.1415487899999941E-001, 5.1201892000001692E-002, 3.5901129999973413E-002, 1.4974657699999616E-001, 4.3708730600000179E-001
 1.5306467890000000E+000, 1.3468744480000001E+000, 6.2190378999999951E-001, 0.0000000000000000E+000, 7.5756948700000049E-001, 1.0546439800000118E-001, 3.6234774999991171E-002, 1.5024268699998000E-001, 4.2805192100000067E-001
 1.3884727699999997E+000, 1.2099170429999997E+000, 6.0717545600000022E-001, 0.0000000000000000E+000, 6.1854837899999948E-001, 4.9505201999999304E-002, 4.5270087000004011E-002, 1.4649280699999223E-001, 3.4621451399999970E-001
 1.4929142400000002E+000, 1.3331492569999999E+000, 6.5711204799999967E-001, 0.0000000000000000E+000, 7.0840666599999969E-001, 8.0820911000000661E-002, 3.5890925000003238E-002, 1.4865416599999981E-001, 4.0109811900000114E-001
 1.5777754690000001E+000, 1.3782464379999997E+000, 6.1683933200000007E-001, 0.0000000000000000E+000, 7.8866874899999972E-001, 4.9487625999999674E-002, 3.5765196000014043E-002, 1.5151142500000647E-001, 5.1323144800000131E-001
 1.4730550250000001E+000, 1.2939920920000003E+000, 6.4576367300000026E-001, 0.0000000000000000E+000, 6.7998391000000069E-001, 6.4358160999998359E-002, 3.5480228999994479E-002, 1.5189786999999555E-001, 3.8937081799999862E-001
