parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 2.5784364240000008E+000, 2.1772240350000001E+000, 1.4312631800000002E+000, 0.0000000000000000E+000, 8.3619495700000046E-001, 6.8677183000002806E-002, 4.4926227999984469E-002, 1.9572965400002262E-001, 4.1783454000000031E-001
 2.5879307700000003E+000, 2.2333141530000007E+000, 1.3893187650000005E+000, 0.0000000000000000E+000, 9.0628183900000048E-001, 8.8476813000000654E-002, 4.4742986000057439E-002, 1.9671834699999780E-001, 4.7502279299999861E-001
 2.5821792119999998E+000, 2.2005056660000006E+000, 1.4216562850000001E+000, 0.0000000000000000E+000, 8.6142140799999956E-001, 8.8044150999999626E-002, 4.4395207999982311E-002, 1.8848702399999162E-001, 4.3012475999999822E-001
 2.5300689839999997E+000, 2.1542464460000001E+000, 1.4207395729999988E+000, 0.0000000000000000E+000, 7.8931892899999978E-001, 6.4686377000000572E-002, 4.3908981000011504E-002, 1.8595916999997719E-001, 3.8499652700000109E-001
 2.5493851780000005E+000, 2.1583547689999989E+000, 1.4086265680000003E+000, 0.0000000000000000E+000, 8.1022105600000005E-001, 9.0102834999998382E-002, 4.4233950000001521E-002, 1.8904624499998057E-001, 3.7478252300000081E-001
 2.6234527930000011E+000, 2.2054020100000007E+000, 1.4416789320000003E+000, 0.0000000000000000E+000, 8.1144536000000000E-001, 6.4465686000001465E-002, 4.5497662999978594E-002, 1.9127447200000258E-001, 4.0129550599999897E-001
 2.8703384429999996E+000, 2.4408737170000006E+000, 1.6638769550000010E+000, 0.0000000000000000E+000, 1.0799950479999998E+000, 7.2331028000000241E-002, 4.6232989999991592E-002, 1.8265452699998752E-001, 6.6390795800000424E-001
 2.6172156549999994E+000, 2.2334159029999996E+000, 1.4074351619999996E+000, 0.0000000000000000E+000, 8.8691584399999979E-001, 1.3439682200000025E-001, 4.4978754999977610E-002, 1.9260977399997214E-001, 4.2594598999999977E-001
 2.5714688249999988E+000, 2.1976732789999995E+000, 1.4535462730000002E+000, 0.0000000000000000E+000, 8.4295523699999997E-001, 6.8548493000001987E-002, 4.9721941999988584E-002, 1.9340373900000474E-001, 4.2296604299999929E-001
 2.5618492480000001E+000, 2.1781358850000005E+000, 1.4284647139999995E+000, 0.0000000000000000E+000, 8.3971195999999937E-001, 6.9095058999999459E-002, 4.4512099000003857E-002, 1.9146841099997935E-001, 4.2897147600000007E-001
