parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 2.3621755489999998E+000, 2.1966183000000012E+000, 9.4839559499999959E-001, 0.0000000000000000E+000, 1.2539274599999999E+000, 3.1241441999999786E-002, 9.1133718400002683E-001, 1.3415578200000322E-001, 7.7142035599999614E-001
 2.3535460019999999E+000, 2.1841072160000010E+000, 8.6336305399999969E-001, 0.0000000000000000E+000, 1.3191959339999997E+000, 3.1845995999999932E-002, 9.6801355799996847E-001, 1.3328457099999502E-001, 8.3130203200000263E-001
 2.4329531030000004E+000, 2.2616092489999997E+000, 9.4233726200000056E-001, 0.0000000000000000E+000, 1.3195134269999991E+000, 3.2401059999999759E-002, 9.8733118699997702E-001, 1.3450091399997133E-001, 8.3762932999999817E-001
 2.2525214389999988E+000, 2.0948503440000001E+000, 8.4773078100000010E-001, 0.0000000000000000E+000, 1.2571334899999997E+000, 3.4324031000001032E-002, 9.1352051900003151E-001, 1.3426825100003414E-001, 7.7059974999999881E-001
 2.3403471559999987E+000, 2.1701216780000010E+000, 9.2112234600000020E-001, 0.0000000000000000E+000, 1.2585253470000013E+000, 3.2042370999999736E-002, 9.1440251499997416E-001, 1.3364763699997573E-001, 7.7310545500000005E-001
 2.2916798309999993E+000, 2.1214552260000001E+000, 8.7257688899999941E-001, 0.0000000000000000E+000, 1.2614830089999991E+000, 3.2256565999999154E-002, 9.1233022399996688E-001, 1.3327657599999299E-001, 7.7169100199999940E-001
 2.3094345840000003E+000, 2.1404216340000000E+000, 8.8242032000000004E-001, 0.0000000000000000E+000, 1.2715657070000006E+000, 3.1398126000000470E-002, 9.1726868899997882E-001, 1.3442758699999358E-001, 7.8544128700000071E-001
 2.1856396929999993E+000, 2.0165296730000009E+000, 7.6727040199999985E-001, 0.0000000000000000E+000, 1.2575443049999997E+000, 3.2451400999999880E-002, 9.1816743499994979E-001, 1.3498629299999365E-001, 7.6927100899999923E-001
 2.3069064289999996E+000, 2.1376892919999992E+000, 8.7722236100000073E-001, 0.0000000000000000E+000, 1.2621133640000002E+000, 3.1404687000001985E-002, 9.1846866600004429E-001, 1.3363211299999112E-001, 7.7390113600000365E-001
 2.3940716230000012E+000, 2.2235424690000007E+000, 9.5992315900000058E-001, 0.0000000000000000E+000, 1.2664358970000000E+000, 3.1770192999998059E-002, 9.0904115299997335E-001, 1.3380203200001750E-001, 7.8071072400000174E-001
