parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 2.2587514109999991E+000, 1.8955119420000006E+000, 1.4173378200000006E+000, 0.0000000000000000E+000, 5.5992351099999960E-001, 8.7481819000000183E-002, 3.0538573000073121E-002, 1.4547493899999608E-001, 2.1325866099999979E-001
 2.2868661700000001E+000, 1.9053920179999997E+000, 1.3853898199999994E+000, 0.0000000000000000E+000, 6.0273618799999973E-001, 8.8259954000000196E-002, 3.0712261999980228E-002, 1.4313782299999067E-001, 2.5418822100000282E-001
 2.1622406779999994E+000, 1.7990482799999996E+000, 1.3784336619999995E+000, 0.0000000000000000E+000, 4.8994463200000027E-001, 6.0284413999998510E-002, 2.9216545999943389E-002, 1.2848389999996712E-001, 1.7580980900000220E-001
 2.1899974839999992E+000, 1.8163560180000000E+000, 1.3960625870000007E+000, 0.0000000000000000E+000, 4.8653837499999986E-001, 5.9913741999999548E-002, 3.0162008999969903E-002, 1.2679794599997329E-001, 1.8372890600000202E-001
 2.1840105819999991E+000, 1.8224629479999996E+000, 1.3589651280000004E+000, 0.0000000000000000E+000, 5.2900010000000020E-001, 6.3918072999999076E-002, 3.0744946000026641E-002, 1.2737517500000539E-001, 2.1423815799999968E-001
 2.1656997749999993E+000, 1.8054820679999994E+000, 1.3524274180000000E+000, 0.0000000000000000E+000, 5.0540915699999989E-001, 6.3951142000000960E-002, 2.9512107999972947E-002, 1.2406700499997347E-001, 1.8320759500000250E-001
 2.1998977520000000E+000, 1.8367173799999987E+000, 1.4037138330000003E+000, 0.0000000000000000E+000, 5.1891931199999997E-001, 6.0639399000001593E-002, 2.9196020000017420E-002, 1.2676914099998049E-001, 2.1657226500000082E-001
 2.1580189349999994E+000, 1.7898974210000000E+000, 1.3587229679999999E+000, 0.0000000000000000E+000, 4.7745103199999983E-001, 6.0778422999998583E-002, 2.9562030999978006E-002, 1.2506330899999663E-001, 1.7203582100000192E-001
 2.1854157799999996E+000, 1.8213059879999993E+000, 1.3804878970000001E+000, 0.0000000000000000E+000, 5.0734709400000000E-001, 6.0630091000000164E-002, 3.0237339999952262E-002, 1.2516808399999579E-001, 2.0542144199999957E-001
 2.1708986150000009E+000, 1.8109293430000002E+000, 1.3623013099999990E+000, 0.0000000000000000E+000, 5.0917813000000001E-001, 6.2134248999999642E-002, 2.9837095000047054E-002, 1.2806355600003627E-001, 1.9119123399999927E-001
