parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI P2P put,MPI P2P get,MPI P2P sync,MPI graph info
 2.6191007430999996E+001, 2.2772714981000000E+001, 1.9129228339999997E+001, 0.0000000000000000E+000, 3.7561415140000030E+000, 1.9729212000001439E-002, 4.5373357000240588E-002, 1.9011232999609717E-002, 3.3437861100001598E-001, 2.9116767800000432E-001
 2.6543714344000001E+001, 2.3103254751000001E+001, 1.9227316291000001E+001, 0.0000000000000000E+000, 4.0324215940000059E+000, 1.6474163400000208E-001, 4.5212898000031032E-002, 1.9329352000138300E-002, 4.7585841699998355E-001, 3.3798334699999444E-001
 2.6427182381999998E+001, 2.3019148959000002E+001, 1.9254318553000004E+001, 0.0000000000000000E+000, 3.8780110749999928E+000, 1.2547535499999896E-001, 4.5227876999689443E-002, 1.9135516999806867E-002, 4.5960268499998236E-001, 3.1660834900000268E-001
 2.6379311104999999E+001, 2.2953661402000009E+001, 1.9270141599000013E+001, 0.0000000000000000E+000, 3.8814879220000051E+000, 3.9423181999989509E-002, 4.5028097999448846E-002, 1.9216230999827388E-002, 3.2803873199998534E-001, 3.7733541899999778E-001
 2.6377174619999998E+001, 2.2974246785000009E+001, 1.9265922700000001E+001, 0.0000000000000000E+000, 3.9466080510000019E+000, 2.2317132999994271E-002, 4.5593861999101648E-002, 1.9442637000508967E-002, 4.1863558400000400E-001, 4.2675127700000459E-001
 2.6568655376999992E+001, 2.3116498521000000E+001, 1.9396786238999997E+001, 0.0000000000000000E+000, 3.9898061110000036E+000, 2.7272489999987215E-002, 4.5743236000710397E-002, 1.9508473000435345E-002, 3.7632881000000751E-001, 4.7811491600000267E-001
 2.6376437061999990E+001, 2.2912577670000001E+001, 1.9214139856999996E+001, 0.0000000000000000E+000, 3.7697547080000042E+000, 3.1425578000011001E-002, 4.4598279999529922E-002, 1.9169389999948550E-002, 3.3859336399999407E-001, 2.9251041899999919E-001
 2.6225484118999990E+001, 2.2793138955999986E+001, 1.9223067513999990E+001, 0.0000000000000000E+000, 3.6839467849999998E+000, 1.3382744000004720E-002, 4.4914156999997346E-002, 1.9009875000175924E-002, 2.8022307699995963E-001, 3.0285792000000100E-001
 2.6236192682999995E+001, 2.2817613118999997E+001, 1.9158709126000002E+001, 0.0000000000000000E+000, 3.8167586590000013E+000, 3.4437168000010843E-002, 4.5096285999484564E-002, 1.9170483000248595E-002, 3.3660236599997972E-001, 3.4149847300000502E-001
 2.6427116699999992E+001, 2.3018517899000010E+001, 1.9243939323000006E+001, 0.0000000000000000E+000, 3.9474805010000011E+000, 1.5804087899999786E-001, 4.8096839000020708E-002, 1.9332135999995614E-002, 4.4682078099998535E-001, 3.5791844900000314E-001
