parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 4.1843715332000556E+001, 3.7400515662000544E+001, 2.5838743467000313E+001, 0.0000000000000000E+000, 1.1698629913999412E+001, 4.3272200480014362E+000, 3.8938895092496750E-001, 4.2096817119486332E+000, 4.6861184940003113E+000
 4.0745830847999514E+001, 3.6335642536001160E+001, 2.5812547750999784E+001, 0.0000000000000000E+000, 1.0700194884999291E+001, 4.2639478840005722E+000, 3.7535894206030207E-001, 4.2417972690918759E+000, 3.7610088759975042E+000
 4.1993007992999992E+001, 3.7617150674000072E+001, 2.5974477145000009E+001, 0.0000000000000000E+000, 1.1805172060999951E+001, 4.8687614540000084E+000, 4.9934900199508547E-001, 4.2905117570037419E+000, 4.2530026540000563E+000
 4.1010538569999937E+001, 3.6619468782000126E+001, 2.5850830612000038E+001, 0.0000000000000000E+000, 1.0927061451999919E+001, 4.7086639549998495E+000, 2.7385845698728417E-001, 4.4391541760091968E+000, 3.5076908130001243E+000
 4.2042878455999983E+001, 3.7642835224999885E+001, 2.5797721403999958E+001, 0.0000000000000000E+000, 1.1981305249000059E+001, 4.3709753220000493E+000, 2.5875637700210063E-001, 4.2091209130012430E+000, 4.9706082719998221E+000
 4.0687718417000156E+001, 3.6287834587999896E+001, 2.5891713889000130E+001, 0.0000000000000000E+000, 1.0642851768000128E+001, 4.1231773990003830E+000, 4.1416447096992215E-001, 4.2032848479964287E+000, 3.8044492770002307E+000
 4.0228371215000152E+001, 3.5844280058000095E+001, 2.5792726364000032E+001, 0.0000000000000000E+000, 1.0287240559000111E+001, 4.3333375370001477E+000, 2.4360684299779223E-001, 4.2397564550130937E+000, 3.2802615770011698E+000
 4.0248113215000217E+001, 3.5932495503000268E+001, 2.5789255086999788E+001, 0.0000000000000000E+000, 1.0301495318999855E+001, 4.2041061450001962E+000, 2.5351334505330669E-001, 4.2225282409997362E+000, 3.4252585769987718E+000
 4.1370159295999883E+001, 3.7039657092999960E+001, 2.5907117974999892E+001, 0.0000000000000000E+000, 1.1188372596999898E+001, 4.4182522660000814E+000, 4.1927877398620694E-001, 4.3721305610124546E+000, 4.1273502860024109E+000
 4.3922639258000345E+001, 3.9534111797000378E+001, 2.6563854328000161E+001, 0.0000000000000000E+000, 1.3855478466000477E+001, 4.4727796319996287E+000, 3.2255594903244855E-001, 4.2850703580033951E+000, 6.7719709020011578E+000
