parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 2.6467713268000004E+001, 2.3022332876000007E+001, 1.9381877859000003E+001, 0.0000000000000000E+000, 3.7497062570000068E+000, 3.4306407999988409E-002, 7.3794804999991470E-002, 2.7959480000177450E-002, 5.2338499400001481E-001
 2.6537659504000001E+001, 2.3119274351000005E+001, 1.9304843567999992E+001, 0.0000000000000000E+000, 3.9504236340000070E+000, 1.8768521000001570E-001, 7.5072901000410752E-002, 2.8288058999748955E-002, 5.3388121500000096E-001
 2.6297184898000001E+001, 2.2874102290999996E+001, 1.9317168549000009E+001, 0.0000000000000000E+000, 3.6515916319999953E+000, 3.4828894000003885E-002, 7.4506274999809108E-002, 2.8151406000215928E-002, 4.5013049800001070E-001
 2.6389041323999994E+001, 2.2944504403000003E+001, 1.9271034541000002E+001, 0.0000000000000000E+000, 3.7705406549999942E+000, 4.6436504000009649E-002, 7.3932098000312862E-002, 2.7926565999976560E-002, 5.1191155000000776E-001
 2.6590989922000002E+001, 2.3117727162000005E+001, 1.9369333568000016E+001, 0.0000000000000000E+000, 3.9759387899999972E+000, 1.6749771999999297E-001, 7.6088449001037617E-002, 2.8617804000671043E-002, 5.6955560999999122E-001
 2.6604637552000000E+001, 2.3178728965999987E+001, 1.9381876336000005E+001, 0.0000000000000000E+000, 3.9902319749999968E+000, 1.4216628199998738E-001, 7.5514970999854825E-002, 2.8374279999781038E-002, 6.8012643000000850E-001
 2.6517954532000005E+001, 2.3091908283999999E+001, 1.9394092430000004E+001, 0.0000000000000000E+000, 3.7798798440000141E+000, 1.7382189100001355E-001, 7.3819567999791502E-002, 2.8215910999481508E-002, 4.2286811600001784E-001
 2.6379365202000002E+001, 2.2964823866999996E+001, 1.9299537920000002E+001, 0.0000000000000000E+000, 3.7019804050000040E+000, 5.9404448999995196E-002, 7.4056279000618730E-002, 2.8330129999972087E-002, 4.3787633699997386E-001
 2.6445087127999987E+001, 2.2991679128000005E+001, 1.9470372799999996E+001, 0.0000000000000000E+000, 3.8920828200000059E+000, 4.4514881000001338E-002, 7.4011104998948696E-002, 2.8198201999373396E-002, 6.8487654399999798E-001
 2.6436759388999995E+001, 2.2970055837000004E+001, 1.9346142558000000E+001, 0.0000000000000000E+000, 3.7313633290000006E+000, 4.4071201999994258E-002, 7.5628715999471297E-002, 2.8071175000384585E-002, 5.3564957099996491E-001
