parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 1.4884884947999996E+001, 1.3110382320999999E+001, 9.7348007489999944E+000, 0.0000000000000000E+000, 4.3578928140000066E+000, 1.6353510099999369E-001, 1.6440308310001868E+000, 3.5438755099975339E-001, 1.7495525629999982E+000
 1.4845627296999997E+001, 1.3072307580999997E+001, 9.7829545520000032E+000, 0.0000000000000000E+000, 4.3190245949999948E+000, 1.9789959300000248E-001, 1.5688130559997475E+000, 3.5431350500017444E-001, 1.7053348069999821E+000
 1.4924432012999997E+001, 1.3049135402000001E+001, 9.7437009220000022E+000, 0.0000000000000000E+000, 4.2722600599999971E+000, 1.5849685499999921E-001, 1.8266167780009006E+000, 3.5298685600030311E-001, 1.8574983329999739E+000
 1.4979818335000008E+001, 1.3213382972999998E+001, 9.8734476760000049E+000, 0.0000000000000000E+000, 4.3899310389999968E+000, 1.7934655699998459E-001, 1.7332698309999941E+000, 3.5302026999972114E-001, 1.8529604110000086E+000
 1.4900742054000002E+001, 1.3141668526000000E+001, 9.8552822449999944E+000, 0.0000000000000000E+000, 4.3633463899999967E+000, 2.0536279300000260E-001, 1.5942235499996897E+000, 3.5577952099991705E-001, 1.8222207399999810E+000
 1.4766234262000005E+001, 1.3013001070999998E+001, 9.7406562919999971E+000, 0.0000000000000000E+000, 4.2027697749999895E+000, 1.7772996699999410E-001, 1.5810501600003448E+000, 3.5394135500007096E-001, 1.8001896099999897E+000
 1.4888304312999999E+001, 1.3130443109999998E+001, 9.8593807849999990E+000, 0.0000000000000000E+000, 4.3395162409999983E+000, 1.6730585200000903E-001, 1.5756241079999533E+000, 3.5406540500018835E-001, 1.8286207320000116E+000
 1.4762075974999998E+001, 1.2991458015999999E+001, 9.7714644279999980E+000, 0.0000000000000000E+000, 4.2124525540000057E+000, 1.9854018299999865E-001, 1.5728338830000475E+000, 3.7068986700001716E-001, 1.6448714859999889E+000
 1.4833157530999998E+001, 1.3075108274000002E+001, 9.8092297609999974E+000, 0.0000000000000000E+000, 4.3357799579999963E+000, 1.7190883500000353E-001, 1.5966722000000892E+000, 3.5278158999981812E-001, 1.7743303040000065E+000
 1.4886188756000003E+001, 1.3123952374000002E+001, 9.7913443980000068E+000, 0.0000000000000000E+000, 4.3567782570000091E+000, 1.7653432599999164E-001, 1.5867398040002776E+000, 3.5484417899989040E-001, 1.8397800010000083E+000
