parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,MPI RMA put,MPI RMA get,MPI RMA sync
 6.9075214629999984E+000, 6.1118033339999993E+000, 4.4204860709999982E+000, 0.0000000000000000E+000, 2.3775256229999968E+000, 9.2803594000001155E-002, 1.1380382420000874E+000, 2.6066504999998585E-001, 1.0331233470000001E+000
 6.8189901519999987E+000, 6.0069222670000011E+000, 3.8262001419999976E+000, 0.0000000000000000E+000, 2.2928794610000027E+000, 8.9929638000000978E-002, 1.1436674819999322E+000, 2.6172777400000236E-001, 9.9564517999998792E-001
 6.8572129190000011E+000, 6.0564277849999959E+000, 4.4356820559999983E+000, 0.0000000000000000E+000, 2.3154701239999991E+000, 9.0860805999998462E-002, 1.1349215969998863E+000, 2.6023303500002370E-001, 1.0195948140000120E+000
 6.8270719490000005E+000, 6.0211699760000066E+000, 3.8579401779999989E+000, 0.0000000000000000E+000, 2.3019250319999971E+000, 9.2078897000000381E-002, 1.1547788780000179E+000, 2.6114540899994765E-001, 9.5531116899998736E-001
 6.8678110730000022E+000, 6.0543818249999992E+000, 4.3620404570000009E+000, 0.0000000000000000E+000, 2.3427319309999994E+000, 9.6594646999998091E-002, 1.1453992519998231E+000, 2.6124754800005157E-001, 1.0307266010000085E+000
 6.8774491560000008E+000, 6.0271454510000000E+000, 4.1438051570000001E+000, 0.0000000000000000E+000, 2.2688699250000024E+000, 1.0784155500000026E-001, 1.1363964730002252E+000, 2.6115401800002402E-001, 9.3826704399999628E-001
 6.8410068979999954E+000, 6.0101610910000005E+000, 3.8686572059999991E+000, 0.0000000000000000E+000, 2.2607285460000011E+000, 9.6274673000003474E-002, 1.1388111030000569E+000, 2.6535704000005289E-001, 9.6688707399999529E-001
 7.0315419150000018E+000, 6.2321906560000002E+000, 4.4014749259999979E+000, 0.0000000000000000E+000, 2.4887078149999997E+000, 1.1938345400000117E-001, 1.1511830569998764E+000, 2.6028718000006634E-001, 1.2000142709999988E+000
 6.8353863940000013E+000, 6.0226659790000037E+000, 4.1383729679999997E+000, 0.0000000000000000E+000, 2.2966684270000002E+000, 9.3950490999999303E-002, 1.1563843970000178E+000, 2.6215198699999931E-001, 9.9283318699999867E-001
 6.9825747639999971E+000, 6.1643904329999968E+000, 4.4359958059999993E+000, 0.0000000000000000E+000, 2.4121236479999997E+000, 9.9843767000001193E-002, 1.1433880650000408E+000, 2.6179077800011008E-001, 1.0744450829999987E+000
