parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 2.2051879280000004E+000, 1.8428468720000000E+000, 1.4594208260000006E+000, 0.0000000000000000E+000, 4.6029857999999990E-001, 7.7803460000000157E-002, 2.9015946000011450E-002, 1.1653803700001220E-001, 1.6651541100000156E-001
 2.1382813689999987E+000, 1.7780323940000007E+000, 1.3882635309999998E+000, 0.0000000000000000E+000, 4.4819444799999975E-001, 7.9455614999997870E-002, 2.9114505000025215E-002, 1.1207946899998733E-001, 1.5417246499999981E-001
 2.1690349619999982E+000, 1.7860276469999992E+000, 1.3953776390000003E+000, 0.0000000000000000E+000, 4.4789191800000028E-001, 7.7634582000000396E-002, 2.8507907999931081E-002, 1.1335500800004672E-001, 1.7109369400000096E-001
 2.1468823099999992E+000, 1.7810883700000000E+000, 1.3889122769999998E+000, 0.0000000000000000E+000, 4.4260461600000012E-001, 7.6903642999998745E-002, 2.9303124000024994E-002, 1.1262336699998388E-001, 1.5680138700000112E-001
 2.1680766669999998E+000, 1.8052547990000005E+000, 1.4219462640000002E+000, 0.0000000000000000E+000, 4.7349955600000060E-001, 7.9347620000001395E-002, 2.8822151999875256E-002, 1.1350243699997487E-001, 1.8563746299999906E-001
 2.1976309870000001E+000, 1.8211507810000001E+000, 1.4081020260000003E+000, 0.0000000000000000E+000, 4.8243952999999973E-001, 9.7654889000000189E-002, 2.9157107999940646E-002, 1.2266883499999004E-001, 1.7101341699999617E-001
 2.1763520060000006E+000, 1.7881559569999990E+000, 1.3944509369999998E+000, 0.0000000000000000E+000, 4.4837011899999979E-001, 7.9320618999999759E-002, 3.0377579999995685E-002, 1.1415795899998882E-001, 1.6321084399999997E-001
 2.1749701539999999E+000, 1.8101804409999991E+000, 1.4177619190000006E+000, 0.0000000000000000E+000, 4.7377859400000055E-001, 7.7701509000000168E-002, 2.9165017000001292E-002, 1.1464685199998526E-001, 1.8789361599999843E-001
 2.1715929550000004E+000, 1.8106994780000005E+000, 1.3961460209999994E+000, 0.0000000000000000E+000, 4.6711777800000043E-001, 7.9856329000001391E-002, 2.9567159999944526E-002, 1.1371861300001251E-001, 1.7713792800000050E-001
 2.1658297819999990E+000, 1.8049204680000006E+000, 1.3973874119999996E+000, 0.0000000000000000E+000, 4.6435335599999972E-001, 7.8796985999999514E-002, 2.9618642000044826E-002, 1.1471153000000989E-001, 1.7817496099999897E-001
