parcel merge (total),find nearest,build graphs,create comm,resolve graphs,MPI allreduce,SHMEM put,SHMEM get,SHMEM sync
 1.0880719430000001E+000, 9.2556082600000011E-001, 5.9309622799999984E-001, 0.0000000000000000E+000, 3.3870445099999968E-001, 5.0746271999999815E-002, 2.7745917999983272E-002, 1.1336673899997929E-001, 1.4613601599999981E-001
 1.0916750190000000E+000, 9.3429503700000027E-001, 5.9866979300000001E-001, 0.0000000000000000E+000, 3.6443583999999984E-001, 5.1784719999999673E-002, 2.4710418999975836E-002, 1.0643226599999611E-001, 1.7085537799999995E-001
 1.0579980309999999E+000, 8.9864512000000007E-001, 5.9848410199999935E-001, 0.0000000000000000E+000, 3.2622804499999991E-001, 5.0054972000000530E-002, 2.4490439000000030E-002, 1.0637907400000701E-001, 1.3700681800000059E-001
 1.0771581080000001E+000, 9.2031915600000014E-001, 5.9400223500000027E-001, 0.0000000000000000E+000, 3.4757766199999995E-001, 7.5536376000000294E-002, 2.5541133000005045E-002, 1.1746633099998083E-001, 1.3257049600000070E-001
 1.0491423390000001E+000, 8.9204924600000024E-001, 5.9380652900000008E-001, 0.0000000000000000E+000, 3.1571556500000009E-001, 5.1646895000000415E-002, 2.4397681000008387E-002, 1.0742113499998607E-001, 1.2468490399999932E-001
 1.0880287479999995E+000, 9.2760650199999972E-001, 6.0524361800000004E-001, 0.0000000000000000E+000, 3.5085859399999975E-001, 5.1373236000000322E-002, 2.4670629000017819E-002, 1.0717276499999406E-001, 1.5814843199999862E-001
 1.0538366889999997E+000, 8.9098248600000041E-001, 5.8974839499999998E-001, 0.0000000000000000E+000, 3.1515689299999994E-001, 5.0740717000001379E-002, 2.4716003000006648E-002, 1.0643075700000448E-001, 1.2480765599999977E-001
 1.0436025590000004E+000, 8.7714102699999996E-001, 5.8334408299999962E-001, 0.0000000000000000E+000, 3.0300205399999980E-001, 5.0237314000000088E-002, 2.4868233000017614E-002, 1.0684643099999525E-001, 1.1352647699999796E-001
 1.0852466219999997E+000, 9.2591397299999989E-001, 6.0509628200000032E-001, 0.0000000000000000E+000, 3.4936698500000030E-001, 4.9657756000000663E-002, 2.4657168999997481E-002, 1.0602790100000092E-001, 1.6125429799999824E-001
 1.0360482669999995E+000, 8.6946184100000012E-001, 5.8663689000000030E-001, 0.0000000000000000E+000, 2.8959124300000005E-001, 4.9889468000000159E-002, 2.4777480000002239E-002, 1.0557680800001257E-001, 9.8244698999999658E-002
